relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,T02_C2_SITE_RELAY_00_Q3_R001,40.605387885819596,6153.893309522221,6453.893309522221,300.0
R02,T02_C2_SITE_RELAY_00_Q3_R003,2192.193706091519,6042.558746504509,6342.558746504509,300.0
R02,T02_C2_SITE_RELAY_00_Q3_R002,119.77876217518059,1892.0641953850409,2192.064195385041,300.0
