uav_id,sortie_id,busy_start_s,busy_end_s
U08,M001,2417.7298040605174,3911.9001959394823
U07,M002,1632.6019513602791,3324.772343239244
U02,M003,1165.6696635189774,3169.4071877328897
U08,M004,0.0,2107.812018638708
U01,M005,5637.8594278314595,7900.513450008995
U08,M006,4046.341325064865,6347.402391658028
U07,M007,0.0,1561.559525940347
U04,M008,1583.7634135189774,3251.198736192616
U03,M009,1523.7634135189774,3251.198736192616
U07,M010,3324.772343239242,5524.484427831417
U05,M011,9709.188876302796,11267.631123697203
U06,M012,2514.774882110164,4070.151784556503
U05,M013,2328.7027220149585,4251.437277985042
U05,M014,-1.4551915228366852e-11,1510.47028029293
U06,M015,645.0226874911541,2514.7748821101704
U06,M016,5982.415707989775,7810.704292010225
U07,M017,5524.4844278314595,8218.096574556816
U08,M018,9064.794665773592,11303.96257909777
U01,M019,0.0,2037.4128238548003
