sortie_id,shift_s
M001,-0.0
M002,-2107.8120286387084
M003,2109.094050134566
M004,2042.8753001345658
M005,1387.8767672610174
M006,359.76888331500095
M007,187.3305485020337
M008,1113.909612485882
M009,2908.4647117820646
M010,717.8133632360623
M011,-1081.8750447495675
M012,8686.324594455677
M013,-0.0
M014,764.592718517953
M015,2458.642338663181
M016,2040.8440501345658
M017,552.3327716619224
M018,-166.15240858392735
M019,-1324.9665826736384
M020,-1196.4025755537477
M021,6513.379013365572
M022,-1207.276922821857
M023,2115.219050134566
M024,-1387.095290292945
M025,1233.6849035987316
