uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2109.0828301758197
U07,M002,0.0,1969.2846571841203
U05,M003,0.0,2032.4328321479334
U02,M004,0.0,1727.4353226736384
U03,M005,0.0,1654.8593983215956
U04,M006,0.0,2403.446024208815
U03,M007,1654.8593983215956,4000.130939430371
U06,M008,0.0,1209.1015218431576
U06,M009,1209.1015218431576,2416.3784346650145
U02,M010,1727.4353226736384,3990.089344851174
U05,M011,2032.4328321479334,4311.960663329772
U06,M012,2416.3784346650145,4318.220741832059
U05,M013,4311.960663329772,6080.249247350222
U01,M014,2109.0828301758197,4051.7784768447177
U04,M015,2403.446024208815,4106.4723225487705
U02,M016,3990.089344851174,5212.1162638546075
U08,M017,0.0,1428.170391878965
U08,M018,1428.170391878965,3664.6125084914165
U07,M019,1969.2846571841203,3398.844183124467
U07,M020,3398.844183124467,5682.212932468454
U08,M021,3664.6125084914165,4960.782900370381
U08,M022,4960.782900370381,7330.894044707461
U07,M023,5682.212932468454,7785.273999061617
U08,M024,7330.894044707461,9398.606129299635
U07,M025,7785.273999061617,9530.46915725716
U06,M026,4318.220741832059,5753.597644278398
U06,M027,5753.597644278398,7613.617328628588
U05,M028,6080.249247350222,7470.719527643167
U03,M029,4000.130939430371,5191.032084694931
U01,M030,4051.7784768447177,6778.3374668921015
U04,M031,4106.4723225487705,7130.513023940819
U03,M032,5191.032084694931,7309.837737699569
U05,M033,7470.719527643167,8539.143177754768
U08,M034,9398.606129299635,11233.127798443782
U02,M035,5212.1162638546075,6840.730138567996
