energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_003_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_003_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_003_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_003_R006,5996.564046314104,7985.9174338057965,1.0,0.8213380965042836,7985.9174338057965,8718.177908350228,732.2604745444314
REC-05,Q3E8_G04_003_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_003_R004,3740.286741363736,5516.564046314104,1.0,0.8412296190295853,5516.564046314104,6222.965541575643,706.4014952615391
REC-02,Q3E8_G04_003_R007,7205.82699268667,10733.439915323072,1.0,0.6714995624878116,10733.439915323072,11660.490484088916,927.050568765845
REC-03,Q3E8_G04_003_R009,11213.43991532307,12571.105230173433,1.0,0.8808399953599404,12571.105230173433,13226.01323620551,654.9080060320775
REC-04,Q3E8_G04_003_R010,12187.03243653051,13332.751374563673,1.0,0.9012035394432565,13332.751374563673,13955.169076071157,622.417701507484
REC-01,Q3E8_G04_003_R008,9775.25513158014,11707.032436530508,1.0,0.8263815287518075,11707.032436530508,12432.736449153159,725.7040126226502
