from_id,to_id,horizontal_distance_m,max_dem_elevation_m,planned_cruise_altitude_m,origin_operation_altitude_m,destination_operation_altitude_m,climb_height_m,descent_height_m,frozen_max_dem_elevation_m,delta_max_dem_m,crossed_cells
S013,S004,6196.193949098801,322.2989807128906,372.2989807128906,351.7,228.3,20.598980712890636,143.9989807128906,321.70806884765625,0.590911865234375,289
S013,S005,5214.4767698262895,324.4444580078125,374.4444580078125,351.7,195.0,22.74445800781251,179.4444580078125,324.4444580078125,0.0,246
S013,S006,7782.722336648401,344.1709289550781,394.1709289550781,351.7,314.8,42.470928955078136,79.37092895507811,344.1709289550781,0.0,343
S013,S007,8055.032982238054,382.5381164550781,432.5381164550781,351.7,348.5,80.83811645507814,84.03811645507812,382.5381164550781,0.0,290
S013,S008,8054.023584575606,336.37310791015625,386.37310791015625,351.7,270.9,34.67310791015626,115.47310791015627,332.3695678710937,4.003540039062557,386
S013,S009,3211.1135979186497,322.2989807128906,372.2989807128906,351.7,230.0,20.598980712890636,142.29898071289062,321.70806884765625,0.590911865234375,150
S013,S010,1378.6540993555586,454.07037353515625,504.07037353515625,351.7,351.6,152.37037353515626,152.47037353515623,454.07037353515625,0.0,60
S013,S011,5233.198222404995,328.3608093261719,378.3608093261719,351.7,212.1,26.660809326171886,166.26080932617188,328.3608093261719,0.0,188
S013,S012,2855.1768011960803,386.5263671875,436.5263671875,351.7,279.8,84.82636718750001,156.7263671875,386.5263671875,0.0,127
S013,S014,3127.353425117941,483.26031494140625,533.2603149414062,351.7,351.0,181.56031494140626,182.26031494140625,480.4970703125,2.76324462890625,138
S013,S015,8349.019280183047,529.7706298828125,579.7706298828125,351.7,474.5,228.0706298828125,105.2706298828125,529.7706298828125,0.0,351
S014,O01,5419.570194994184,541.9473876953125,591.9473876953125,351.0,127.7,240.9473876953125,464.2473876953125,541.9473876953125,0.0,203
S014,S001,5196.165768976583,550.0504150390625,600.0504150390625,351.0,184.0,249.0504150390625,416.0504150390625,542.6727294921875,7.377685546875,248
S014,S002,7654.536694856435,457.5832214355469,507.5832214355469,351.0,219.5,156.58322143554688,288.0832214355469,456.09967041015625,1.483551025390625,325
S014,S003,12385.817598077894,542.7295532226562,592.7295532226562,351.0,338.5,241.72955322265625,254.22955322265625,542.7295532226562,0.0,540
S014,S004,9293.708159459731,505.3861083984375,555.3861083984375,351.0,228.3,204.3861083984375,327.0861083984375,502.7727966308594,2.613311767578125,426
S014,S005,7995.517966730375,552.8875122070312,602.8875122070312,351.0,195.0,251.88751220703125,407.88751220703125,551.9796752929688,0.9078369140625,383
S014,S006,8596.79764917832,556.662109375,606.662109375,351.0,314.8,255.662109375,291.862109375,556.662109375,0.0,312
S014,S007,9684.088094163752,530.8557739257812,580.8557739257812,351.0,348.5,229.85577392578125,232.35577392578125,530.8557739257812,0.0,415
S014,S008,10974.313686294385,542.4922485351562,592.4922485351562,351.0,270.9,241.49224853515625,321.5922485351563,542.4922485351562,0.0,523
S014,S009,6315.382649948027,502.7727966308594,552.7727966308594,351.0,230.0,201.77279663085938,322.7727966308594,495.81243896484375,6.960357666015625,287
S014,S010,1753.1630581858972,487.5635681152344,537.5635681152344,351.0,351.6,186.56356811523438,185.96356811523435,487.5635681152344,0.0,79
S014,S011,7127.694013824508,568.5668334960938,618.5668334960938,351.0,212.1,267.56683349609375,406.4668334960937,564.1454467773438,4.42138671875,325
S014,S012,5454.746994166796,481.1858215332031,531.1858215332031,351.0,279.8,180.18582153320312,251.3858215332031,481.1858215332031,0.0,180
S014,S013,3127.353425117941,483.26031494140625,533.2603149414062,351.0,351.7,182.26031494140625,181.56031494140626,480.4970703125,2.76324462890625,138
S014,S015,10556.155703136385,578.795166015625,628.795166015625,351.0,474.5,277.795166015625,154.295166015625,578.795166015625,0.0,488
S015,O01,6009.472571071346,521.7992553710938,571.7992553710938,474.5,127.7,97.29925537109375,444.09925537109376,520.8697509765625,0.92950439453125,286
S015,S001,5500.145051309657,547.315185546875,597.315185546875,474.5,184.0,122.815185546875,413.315185546875,547.315185546875,0.0,241
S015,S002,7164.449951190659,593.7526245117188,643.7526245117188,474.5,219.5,169.25262451171875,424.25262451171875,593.7526245117188,0.0,314
S015,S003,2616.443590450246,437.89886474609375,487.89886474609375,474.5,338.5,13.39886474609375,149.39886474609375,437.5785217285156,0.320343017578125,119
S015,S004,5648.353523272909,641.2510375976562,691.2510375976562,474.5,228.3,216.75103759765625,462.95103759765624,638.5672607421875,2.68377685546875,267
S015,S005,3754.979831135764,568.6133422851562,618.6133422851562,474.5,195.0,144.11334228515625,423.61334228515625,568.6133422851562,0.0,154
S015,S006,4684.564558028156,601.2601318359375,651.2601318359375,474.5,314.8,176.7601318359375,336.4601318359375,601.2601318359375,0.0,177
S015,S007,2219.412036324961,452.918212890625,502.918212890625,474.5,348.5,28.418212890625,154.418212890625,452.918212890625,0.0,74
S015,S008,3928.968266339432,660.450927734375,710.450927734375,474.5,270.9,235.950927734375,439.550927734375,659.7728271484375,0.6781005859375,182
S015,S009,6362.797040509759,532.3267822265625,582.3267822265625,474.5,230.0,107.8267822265625,352.3267822265625,532.3267822265625,0.0,244
S015,S010,9196.099796824628,568.3262329101562,618.3262329101562,474.5,351.6,143.82623291015625,266.7262329101562,564.2330322265625,4.09320068359375,410
S015,S011,3461.2566557773766,538.7306518554688,588.7306518554688,474.5,212.1,114.23065185546875,376.6306518554687,538.2222290039062,0.5084228515625,164
S015,S012,9317.63729605908,534.7462158203125,584.7462158203125,474.5,279.8,110.2462158203125,304.9462158203125,534.7462158203125,0.0,345
S015,S013,8349.019280183047,529.7706298828125,579.7706298828125,474.5,351.7,105.2706298828125,228.0706298828125,529.7706298828125,0.0,351
S015,S014,10556.155703136385,578.795166015625,628.795166015625,474.5,351.0,154.295166015625,277.795166015625,578.795166015625,0.0,488
