solution_id,J_late,J_norm,joint_makespan_s,total_energy_kwh,transport_energy_kwh,relay_energy_kwh,transport_sorties,relay_sorties
XB01_Q3_001,0.0,0.5018727289351066,8214.302952178956,69.73163255014582,66.20353151380728,3.5281010363385437,24,6
XB01_Q3_002,0.0,0.5210458639769961,8214.302952178956,69.72660415069329,66.20353151380728,3.523072636886007,24,6
XB01_Q3_003,0.0,0.5259593468117676,11080.549159447077,69.68939253034273,66.20353151380728,3.4858610165354453,24,5
XB01_Q3_004,0.0,0.5256768087922432,11080.549159447077,69.69615722675917,66.20353151380728,3.4926257129518947,24,5
XB01_Q3_005,0.0,0.5400504939168211,11080.549159447077,69.6881436609333,66.20353151380728,3.4846121471260263,24,6
XB02_Q3_001,1388.0042463522022,0.5515510570727251,9894.518144171521,65.49358245052277,60.92694955817171,4.566632892351059,21,5
XB02_Q3_002,14285.374352860563,0.5394767302671873,9353.22648971371,64.78546586371111,60.92694955817171,3.8585163055394074,21,5
XB02_Q3_003,483243.02878152183,0.6282543797332136,40000.0,64.70380679022205,60.92694955817171,3.7768572320503466,21,5
XB02_Q3_004,483175.1021825684,0.6282257611928596,40000.0,64.70705746886227,60.92694955817171,3.7801079106905746,21,5
