atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,Gamma_C_db,construction_guard_s
F16_M003_G00,F16_M003_G00,F16,M003,2061.3125,2917.34375,856.03125,0.0,2.0
F16_M004_G00,F16_M004_G00,F16,M004,2506.23125,3447.85625,941.625,0.0,2.0
F16_M005_G00,F16_M005_G00,F16,M005,4539.4625,5472.05625,932.59375,0.0,2.0
F16_M006_G00,F16_M006_G00,F16,M006,2408.1375,3452.98125,1044.84375,0.0,2.0
F16_M007_G00,F16_M007_G00,F16,M007,4754.88125,5599.35,844.46875,0.0,2.0
F16_M008_G00,F16_M008_G00,F16,M008,5089.425,5120.08125,30.65625,0.0,2.0
F16_M008_G01,F16_M008_G01,F16,M008,5130.4875,5567.08125,436.59375,0.0,2.0
F16_M008_G02,F16_M008_G02,F16,M008,5577.45625,5608.14375,30.6875,0.0,2.0
F16_M009_G00,F16_M009_G00,F16,M009,5317.3375,5342.68125,25.34375,0.0,2.0
F16_M009_G01,F16_M009_G01,F16,M009,5350.18125,5761.525,411.34375,0.0,2.0
F16_M009_G02,F16_M009_G02,F16,M009,5769.05625,5794.4,25.34375,0.0,2.0
F16_M010_G00,F16_M010_G00,F16,M010,5023.225,5053.88125,30.65625,0.0,2.0
F16_M010_G01,F16_M010_G01,F16,M010,5064.2875,5500.88125,436.59375,0.0,2.0
F16_M010_G02,F16_M010_G02,F16,M010,5511.25625,5541.94375,30.6875,0.0,2.0
F16_M015_G00,F16_M015_G00,F16,M015,816.0625,1245.75,429.6875,0.0,2.0
F16_M016_G00,F16_M016_G00,F16,M016,4764.86875,5721.11875,956.25,0.0,2.0
F16_M017_G00,F16_M017_G00,F16,M017,3772.65,4296.55625,523.9062499999995,0.0,2.0
F16_M018_G00,F16_M018_G00,F16,M018,2264.1875,2681.65625,417.46875,0.0,2.0
F16_M020_G00,F16_M020_G00,F16,M020,746.34375,1547.34375,801.0,0.0,2.0
F16_M021_G00,F16_M021_G00,F16,M021,741.6875,1140.6875,399.0,0.0,2.0
F16_M022_G00,F16_M022_G00,F16,M022,2727.6125,3346.76875,619.15625,0.0,2.0
F16_M023_G00,F16_M023_G00,F16,M023,2099.5625,3060.09375,960.53125,0.0,2.0
F16_M024_G00,F16_M024_G00,F16,M024,4542.6625,5392.0375,849.375,0.0,2.0
F16_M025_G00,F16_M025_G00,F16,M025,2886.49375,3476.2125,589.71875,0.0,2.0
