node_id,time,x,y,z,mode,task_id,relay_id,phase_role
U04,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,start
U04,360.0,318686.2012849663,2545556.1393078705,127.7,climb,M001,,start
U04,360.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,end
U04,360.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M001,,instant
U04,420.4180847167969,318686.2012849663,2545556.1393078705,308.9542541503906,climb,M001,,end
U04,420.4180847167969,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M001,,start
U04,1038.0270604468,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M001,,end
U04,1038.0270604468,321607.1664922811,2552367.559439648,308.9542541503906,descent,M001,,start
U04,1073.8087621069562,321607.1664922811,2552367.559439648,219.5,descent,M001,,end
U04,1073.8087621069562,321607.1664922811,2552367.559439648,219.5,handover_start,M001,,start
U04,1283.8087621069562,321607.1664922811,2552367.559439648,219.5,climb,M001,,start
U04,1283.8087621069562,321607.1664922811,2552367.559439648,219.5,handover_end,M001,,end
U04,1313.626846823753,321607.1664922811,2552367.559439648,308.9542541503906,climb,M001,,end
U04,1313.626846823753,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M001,,start
U04,1931.2358225537564,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M001,,end
U04,1931.2358225537564,318686.2012849663,2545556.1393078705,308.9542541503906,descent,M001,,start
U04,2003.7375242139126,318686.2012849663,2545556.1393078705,127.7,descent,M001,,end
U04,2003.7375242139126,318686.2012849663,2545556.1393078705,127.7,return,M001,,instant
U05,3478.111478416422,318686.2012849663,2545556.1393078705,127.7,prep,M002,,start
U05,3868.111478416422,318686.2012849663,2545556.1393078705,127.7,climb,M002,,start
U05,3868.111478416422,318686.2012849663,2545556.1393078705,127.7,prep,M002,,end
U05,3868.111478416422,318686.2012849663,2545556.1393078705,127.7,takeoff,M002,,instant
U05,3923.2877825342607,318686.2012849663,2545556.1393078705,293.2289123535156,climb,M002,,end
U05,3923.2877825342607,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M002,,start
U05,4303.63103717222,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M002,,end
U05,4303.63103717222,321135.4917704948,2550708.7793274075,293.2289123535156,descent,M002,,start
U05,4328.922602113626,321135.4917704948,2550708.7793274075,230.0,descent,M002,,end
U05,4328.922602113626,321135.4917704948,2550708.7793274075,230.0,handover_start,M002,,start
U05,4568.922602113626,321135.4917704948,2550708.7793274075,230.0,climb,M002,,start
U05,4568.922602113626,321135.4917704948,2550708.7793274075,230.0,handover_end,M002,,end
U05,4589.998906231465,321135.4917704948,2550708.7793274075,293.2289123535156,climb,M002,,end
U05,4589.998906231465,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M002,,start
U05,4970.342160869425,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M002,,end
U05,4970.342160869425,318686.2012849663,2545556.1393078705,293.2289123535156,descent,M002,,start
U05,5036.553725810832,318686.2012849663,2545556.1393078705,127.7,descent,M002,,end
U05,5036.553725810832,318686.2012849663,2545556.1393078705,127.7,return,M002,,instant
U08,1626.1704018789649,318686.2012849663,2545556.1393078705,127.7,prep,M003,,start
U08,2106.170401878965,318686.2012849663,2545556.1393078705,127.7,climb,M003,,start
U08,2106.170401878965,318686.2012849663,2545556.1393078705,127.7,prep,M003,,end
U08,2106.170401878965,318686.2012849663,2545556.1393078705,127.7,takeoff,M003,,instant
U08,2214.386068382871,318686.2012849663,2545556.1393078705,398.2391662597656,climb,M003,,end
U08,2214.386068382871,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M003,,start
U08,2728.701352045664,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M003,,end
U08,2728.701352045664,319528.97595366306,2553224.6970819803,398.2391662597656,descent,M003,,start
U08,2813.6709351755467,319528.97595366306,2553224.6970819803,228.3,descent,M003,,end
U08,2813.6709351755467,319528.97595366306,2553224.6970819803,228.3,handover_start,M003,,start
U08,3209.6709351755467,319528.97595366306,2553224.6970819803,228.3,climb,M003,,start
U08,3209.6709351755467,319528.97595366306,2553224.6970819803,228.3,handover_end,M003,,end
U08,3277.646601679453,319528.97595366306,2553224.6970819803,398.2391662597656,climb,M003,,end
U08,3277.646601679453,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M003,,start
U08,3791.9618853422453,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M003,,end
U08,3791.9618853422453,318686.2012849663,2545556.1393078705,398.2391662597656,descent,M003,,start
