uav_id,sortie_id,busy_start_s,busy_end_s
U04,M024,0.0,2315.322171186872
U01,M027,1253.485266596981,2805.5964482619897
U01,M001,5505.446048008744,7624.2517010133815
U06,M021,4392.61515964102,5539.892072462877
U02,M003,5345.378084891068,7464.183737895706
U02,M018,3531.5416198342864,5126.401018155882
U07,M009,1560.1703918789715,4105.45614439236
U08,M006,4259.256826983283,6695.367971320363
U06,M010,2050.5370247476676,3853.2715807177506
U05,M011,5157.298678326624,6999.140985493668
U05,M032,0.0,1207.276912821857
U05,M015,1207.2769128218642,2963.970846743776
U07,M028,6548.0433834687865,8900.543819563289
U02,M022,2003.7375242139096,3317.2227908108925
U04,M012,2315.3221711868828,4426.468299978045
U07,M030,0.0,1560.170391878965
U06,M026,0.0,1435.376902446339
U04,M005,6763.566041935628,8395.762293553755
U08,M013,6695.367971320358,9015.388953898495
U03,M020,2253.8386718854017,4302.921502061221
U01,M002,3226.572431886423,5345.378084891061
U03,M019,4302.921502061217,6421.727155065855
U04,M004,4426.468299978034,6763.566041935622
U03,M017,0.0,2003.7375242139126
U01,M031,0.0,1253.485266596983
U03,M029,6421.7271550658625,8532.873283857025
U07,M025,4105.456144392359,6548.0433834687865
U08,M014,1626.170391878912,4259.256826983276
U02,M007,0.0,1552.1111816650086
U08,M023,0.0,1626.170391878965
U06,M016,5539.892072462884,7560.435170738767
U05,M008,2963.970846743792,4713.7230413628085
