relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R02,Q30003_R003,2189.854713587911,4243.9523988164,4543.9523988164,300.0
R01,Q30003_R004,2466.4495595222206,4278.858904844891,4578.858904844891,300.0
R02,Q30003_R002,165.7615848333134,1889.854713587911,2189.8547135879107,300.0
R02,Q30003_R005,4543.9523988164,6498.745157290777,6798.745157290777,300.0
R01,Q30003_R001,80.89913788581987,2166.449559522221,2466.449559522221,300.0
R01,Q30003_R006,4578.85890484489,8701.983149702288,9001.983149702288,300.0
R02,Q30003_R007,6798.745157290777,8204.881665765153,8504.881665765153,300.0
R02,Q30003_R008,8504.881665765153,10407.16800453917,10707.16800453917,300.0
