energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-02,XB02_Q3_003_R002,356.35967891341693,3610.5220597609223,1.0,0.7062585063072768,3610.5220597609223,4492.386001561463,881.8639418005401
REC-03,XB02_Q3_003_R003,2578.789516147057,7269.337944747225,1.0,0.5701095945157544,7269.337944747225,8328.195471876745,1058.8575271295194
REC-01,XB02_Q3_003_R001,325.5074797002111,1969.317840523432,1.0,0.8513661181645185,1969.317840523432,2662.5418869095583,693.224046386126
REC-05,XB02_Q3_003_R005,8438.938486193087,9916.731244667462,1.0,0.8701475149957765,9916.731244667462,10585.539475172953,668.8082305054905
REC-04,XB02_Q3_003_R004,6009.919314556685,7958.938486193086,1.0,0.8218503810009407,7958.938486193086,8690.532990891863,731.5945046987771
