relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R02,XB02_Q3_003_R002,176.35967891341693,3610.5220597609223,3910.5220597609223,300.0
R01,XB02_Q3_003_R003,2398.789516147057,7269.337944747225,7569.337944747225,300.0
R01,XB02_Q3_003_R001,145.5074797002111,1969.317840523432,2269.317840523432,300.0
R01,XB02_Q3_003_R005,8258.938486193087,9916.731244667462,10216.731244667462,300.0
R02,XB02_Q3_003_R004,5829.919314556685,7958.938486193086,8258.938486193085,300.0
