partition_id,k,labels,groups,total_resource_units,total_shortage_units,inventory_feasible,workload_cv,required_TUAV_A,required_TUAV_B,required_TUAV_C,required_TBAT_A,required_TBAT_B,required_TBAT_C,required_RUAV,required_REC,shortage_TUAV_A,shortage_TUAV_B,shortage_TUAV_C,shortage_TBAT_A,shortage_TBAT_B,shortage_TBAT_C,shortage_RUAV,shortage_REC,redundancy_TUAV_A,redundancy_TUAV_B,redundancy_TUAV_C,redundancy_TBAT_A,redundancy_TBAT_B,redundancy_TBAT_C,redundancy_RUAV,redundancy_REC
F13_Q4_K2_001,2,"[0, 0, 0, 1]","[[""S001"", ""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006""]]",33,6,False,0.8141431462923417,7,2,2,9,4,4,2,3,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0
F13_Q4_K2_002,2,"[0, 0, 1, 0]","[[""S001"", ""S002"", ""S004"", ""S006"", ""S008"", ""S010"", ""S012"", ""S013"", ""S014""], [""S003"", ""S005"", ""S007"", ""S009"", ""S011"", ""S015""]]",43,16,False,0.13069295499935019,8,4,3,10,7,5,3,3,4,2,1,4,3,1,1,0,4,2,1,4,3,1,1,0
F13_Q4_K2_003,2,"[0, 0, 1, 1]","[[""S001"", ""S002"", ""S004"", ""S008"", ""S010"", ""S012"", ""S013"", ""S014""], [""S003"", ""S005"", ""S006"", ""S007"", ""S009"", ""S011"", ""S015""]]",37,10,False,0.055163898708308026,5,4,3,7,7,5,3,3,1,2,1,1,3,1,1,0,1,2,1,1,3,1,1,0
F13_Q4_K2_004,2,"[0, 1, 0, 0]","[[""S001"", ""S003"", ""S005"", ""S006"", ""S007"", ""S009"", ""S011"", ""S015""], [""S002"", ""S004"", ""S008"", ""S010"", ""S012"", ""S013"", ""S014""]]",38,11,False,0.1705145163433283,5,4,4,7,7,5,3,3,1,2,2,1,3,1,1,0,1,2,2,1,3,1,1,0
F13_Q4_K2_005,2,"[0, 1, 0, 1]","[[""S001"", ""S003"", ""S005"", ""S007"", ""S009"", ""S011"", ""S015""], [""S002"", ""S004"", ""S006"", ""S008"", ""S010"", ""S012"", ""S013"", ""S014""]]",44,17,False,0.015342337364329939,8,4,4,10,7,5,3,3,4,2,2,4,3,1,1,0,4,2,2,4,3,1,1,0
F13_Q4_K2_006,2,"[0, 1, 1, 0]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",37,10,False,0.6987925286573216,7,2,4,9,4,6,2,3,3,0,2,3,0,2,0,0,3,0,2,3,0,2,0,0
F13_Q4_K2_007,2,"[0, 1, 1, 1]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",31,4,False,0.8846493823649798,4,2,4,6,4,6,2,3,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0
