sortie_id,shift_s
M001,1313.4852675969826
M002,-235.9501844835156
M003,3930.281529216045
M004,-1612.1111916650088
M005,1106.7467645568904
M006,-1313.4852765969829
M007,514.7205767957289
M008,893.327467719263
M009,50.5
M010,-1636.284399486567
M011,4555.854094317806
M012,-0.0
M013,3990.2102776068114
M014,-2317.7302952254663
M015,-290.01664484935645
M016,-657.7466912364383
M017,1560.170392878965
M018,1313.4852675969826
M019,528.2377942110252
M020,-0.0
M021,-332.49763428198276
M022,-1602.3959308946155
M023,344.533502258642
M024,1134.6025640546259
M025,790.2002876361848
M026,-415.64164475974303
M027,-350.90170774635726
M028,1686.7843904865672
M029,1694.8269867144281
