uav_id,sortie_id,busy_start_s,busy_end_s
U06,M001,2298.203063686315,4219.851074859556
U04,M002,3631.869999518115,5810.675652522753
U02,M003,4174.209356812743,5841.644679486381
U04,M004,8226.570932676703,9448.597851680137
U02,M005,1313.4852765969829,3317.2228008108955
U02,M006,7217.568516187341,9126.172852576836
U03,M007,0.0,1930.4045344521558
U06,M008,7120.852459585241,9081.395557861124
U05,M009,1576.284399486567,3499.01895545665
U02,M010,0.0,1313.485266596983
U05,M011,3499.01896545665,5579.562063732533
U05,M012,5579.5620737325335,6668.663595575691
U08,M013,0.0,2107.812018638708
U04,M014,5810.675662522754,8226.570922676701
U01,M015,1667.4353326736384,3657.839867125794
U06,M016,0.0,1149.1015218431576
U06,M017,1149.1015318431575,2298.203053686315
U07,M018,0.0,1626.170391878965
U08,M019,2107.8120286387084,4345.9231729757885
U05,M020,0.0,1576.284389486567
U01,M021,0.0,1667.4353226736384
U03,M022,1930.4045444521557,4180.415399797261
U04,M023,2378.3847229211324,3631.8699895181153
U01,M024,3657.8398771257944,6073.735137279742
U08,M025,6251.495429863345,8090.217114843031
U05,M026,6668.663605575691,8629.206703851574
U07,M027,1626.1704018789649,3873.4273292831176
U07,M028,3873.4273392831183,6073.139423875293
U02,M029,5841.644689486381,7095.129956083364
U04,M030,0.0,1862.3835588212712
U07,M031,6073.1394338752925,8293.639869969793
U08,M032,4345.923182975788,5510.093574854753
U03,M033,4468.480985733208,6377.0853221227035
U01,M034,6902.544918130809,8534.741169748933
U03,M035,6537.360757713572,8169.557009331697
