sortie_id,shift_s
M001,1692.170391878965
M002,-0.0
M003,-0.0
M004,-0.0
M005,4896.397336983546
M006,2390.767338671514
M007,4826.878483008594
M008,6916.940435259428
M009,3380.222475011962
M010,2998.8609287145414
M011,2395.3603023465503
M012,-0.0
M013,-0.0
M014,2518.642338671514
M015,-0.0
M016,-0.0
M017,3186.34078375793
M018,6856.284185259428
M019,1727.4353226736384
M020,1344.0015303929458
M021,3309.829836363029
M022,1387.0952803929458
M023,1.0000121619668789e-07
M024,1510.4702803929458
M025,4863.147336983546
