box_id,sortie_id,service_id,delivery_time_s,expected_deadline_s,first_deadline_s,hard_deadline_s,hard_deadline_ok,normalized_delivery_time,tag
S008-WAT-02,M017,S008,6104.077882632528,7200.0,,,True,0.8477885948100733,AN01
S008-WAT-01,M017,S008,6104.077882632528,7200.0,7200.0,7200.0,True,0.8477885948100733,AN01
S009-MED-01,M018,S009,7561.700299054095,10800.0,10800.0,10800.0,True,0.7001574350976014,AN01
S009-FOD-01,M018,S009,7561.700299054095,14400.0,,,True,0.5251180763232011,AN01
S009-WAT-01,M018,S009,7561.700299054095,10800.0,10800.0,10800.0,True,0.7001574350976014,AN01
S010-WAT-01,M019,S010,2772.4016895011027,3600.0,3600.0,3600.0,True,0.770111580416973,AN01
S010-MED-01,M020,S010,2418.451633424447,3600.0,3600.0,3600.0,True,0.6717921203956798,AN01
S010-FOD-01,M020,S010,2418.451633424447,7200.0,,,True,0.3358960601978399,AN01
S011-MED-01,M021,S011,4036.409962514407,10800.0,10800.0,10800.0,True,0.37374166319577845,AN01
S011-FOD-01,M021,S011,4036.409962514407,14400.0,,,True,0.28030624739683385,AN01
S011-WAT-01,M021,S011,4036.409962514407,10800.0,10800.0,10800.0,True,0.37374166319577845,AN01
S012-MED-01,M022,S012,2478.574191806899,7200.0,3600.0,3600.0,True,0.34424641552873597,AN01
S012-FOD-01,M022,S012,2478.574191806899,7200.0,,,True,0.34424641552873597,AN01
S012-WAT-01,M022,S012,2478.574191806899,3600.0,3600.0,3600.0,True,0.6884928310574719,AN01
S013-MED-01,M023,S013,1062.7684734798056,3600.0,3600.0,3600.0,True,0.29521346485550154,AN01
S013-FOD-01,M023,S013,1062.7684734798056,7200.0,,,True,0.14760673242775077,AN01
S013-WAT-01,M023,S013,1062.7684734798056,3600.0,3600.0,3600.0,True,0.29521346485550154,AN01
S014-MED-01,M024,S014,2752.9030452691195,7200.0,3600.0,3600.0,True,0.38234764517626657,AN01
S014-FOD-01,M024,S014,2752.9030452691195,7200.0,,,True,0.38234764517626657,AN01
S014-WAT-01,M024,S014,2752.9030452691195,3600.0,3600.0,3600.0,True,0.7646952903525331,AN01
S015-MED-01,M025,S015,5860.184882346665,7200.0,7200.0,7200.0,True,0.8139145669925923,AN01
S015-FOD-01,M025,S015,5860.184882346665,14400.0,,,True,0.4069572834962962,AN01
S015-WAT-01,M025,S015,5860.184882346665,10800.0,10800.0,10800.0,True,0.542609711328395,AN01
