sortie_id,shift_s
M001,36.21874999999818
M002,-48.33583095541417
M003,3437.3655400745047
M004,130.88006630943528
M005,819.6639525061637
M006,305.15715506803645
M007,-321.3252539205273
M008,606.2446556685372
M009,1793.4912579744441
M010,5714.802576013235
M011,5045.052665427346
M012,-0.0
M013,4479.408848716351
M014,2558.134927250472
M015,-1517.6894124463406
M016,-740.8906947141804
M017,1560.1703918789863
M018,109.91011567829833
M019,528.2377942110252
M020,-0.0
M021,-1560.1704018789649
M022,7921.846669997107
M023,16.626419380018888
M024,847.5197520039001
M025,1006.0237255854581
M026,-868.3073058969458
M027,-725.7121788637905
M028,238.11435552811872
M029,6.53124999999821
