sortie_id,battery_id,takeoff_s,return_s,return_soc,charge_duration_s,energy_ready_s
M001,BAT-A-01,2121.3504865325067,3940.1561395371446,0.3140519586905174,1391.7324537023273,5331.888593239471
M002,BAT-A-03,3398.336487938197,5217.142140942835,0.2908698033784193,1421.869255608055,6639.01139655089
M003,BAT-A-01,360.0,1250.9011452645589,0.7150389759477327,870.4493312679475,2121.3504765325065
M004,BAT-A-05,1610.9011552645588,2501.802300529118,0.7150389759477327,870.4493312679475,3372.2516317970653
M005,BAT-C-04,2071.559535940347,4063.670680277427,0.2094894732576289,2546.1061412751374,6609.776821552565
M006,BAT-B-02,390.0,1555.376902446339,0.5442135670880817,1456.696483713992,3012.073386160331
M007,BAT-B-04,1945.376912446339,3478.111468416422,0.31191138952446495,1859.3535914909273,5337.465059907349
M008,BAT-B-01,390.0,1510.4702802929446,0.5438204341741839,1457.3779140980812,2967.8481943910256
M009,BAT-B-04,5366.55373581083,6744.84231983128,0.4976220927244275,1537.4550392776591,8282.29735910894
M010,BAT-B-02,3868.111478416422,5036.553725810831,0.4759473657320945,1575.0245660643693,6611.5782918752
M011,BAT-A-04,4800.4066569186125,5661.307802183172,0.7382098677412959,840.3271719363153,6501.634974119487
M012,BAT-A-01,5547.142150942835,6408.043296207394,0.7382098677412959,840.3271719363153,7248.370468143709
M013,BAT-C-03,1944.1704018789649,3535.982420517673,0.28485187289610714,2382.820942058435,5918.803362576107
M014,BAT-A-04,2333.7375342139126,3671.172856887551,0.5838850844250048,1040.9493902474937,4712.122247135045
M015,BAT-A-04,390.0,1310.9011452645589,0.7190389872722798,865.2493165460363,2176.150461810595
M016,BAT-B-01,3770.222494911961,4568.646145023562,0.7315165686977672,1132.037947590537,5700.684092614099
M017,BAT-A-03,360.0,2003.7375242139126,0.3511264120181994,1343.5356643763407,3347.273188590253
M018,BAT-C-01,480.0,1561.5595259403467,0.6752529517883454,1536.9519377919182,3098.511463732265
M019,BAT-B-03,1900.4702902929446,3380.222484911961,0.4649242488096277,1594.131302063312,4974.353786975273
M020,BAT-C-02,4543.670690277427,5940.865848472969,0.4722281495612677,1976.83900928392,7917.704857756889
M021,BAT-A-05,4001.172866887551,5873.826889065087,0.3485553252358886,1346.8780771933448,7220.704966258432
M022,BAT-A-06,1670.9011552645588,3038.3364779381973,0.5620247582009279,1069.3678143387936,4107.704292276991
M023,BAT-B-03,4974.353796975273,6536.001808148515,0.33291617503086757,1822.945296613163,8358.947104761679
M024,BAT-A-02,360.0,1727.4353226736384,0.5939038617900676,1027.924979672912,2755.3603023465503
M025,BAT-A-02,2861.8023105291177,4470.406646918613,0.4683705042172335,1191.1183445175966,5661.524991436209
M026,BAT-C-01,3985.982430517673,5735.694515109848,0.2704970459512557,2413.923067105613,8149.617582215461
M027,BAT-C-02,480.0,1494.170391878965,0.6255321544315746,1644.6803320649215,3138.8507239438864
M028,BAT-A-06,4270.156149537144,5883.893673751057,0.37880826435707204,1307.5492563358061,7191.442930086863
