site_id,x_m,y_m,agl_m,lon,lat,ground_elevation_m,z_amsl_m,backhaul_distance_m,backhaul_los,backhaul_margin_db
E52_30110e5b3ae38ecfab28ace2,321960.0,2550840.0,300.0,109.2621721672659,23.05657237904737,227.77952575683594,527.7795257568359,6227.471580528222,True,10.05954008012911
E52_47db2d0d55c92154c779a4c9,316481.9618309005,2547513.9079671204,300.0,109.20911869411772,23.025944445446576,292.0377197265625,592.0377197265625,2981.436852118985,True,16.45726286038159
E52_575c4f100493de938643a13d,323280.0,2547240.0,300.0,109.27546593525135,23.024208036951027,403.20001220703125,703.2000122070312,4924.119589155597,False,2.099203328999508
E52_82c821a5773d0bfbe554f10a,316200.0,2550240.0,300.0,109.20604222313544,23.050527049443676,465.3601379394531,765.3601379394531,5338.656372032489,True,11.397135806608844
E52_beb70ec57fd2d66bf65b827f,323400.0,2545440.0,50.0,109.27684309588842,23.007968009498253,538.9404907226562,588.9404907226562,4735.82937143422,False,2.43785423226241
