relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,AN01_P13A_001_R003,2499.122419390126,4417.915177864502,4717.915177864502,300.0
R02,AN01_P13A_001_R002,1463.2640287721617,3402.534475677985,3702.534475677985,300.0
R02,AN01_P13A_001_R004,3702.5344756779855,6396.536451588883,6696.536451588883,300.0
R01,AN01_P13A_001_R001,200.2201452504487,2120.9732405731193,2420.9732405731193,300.0
R01,AN01_P13A_001_R005,4823.9591054970515,10101.955244354267,10401.955244354267,300.0
