solution_id,pareto_id,J_late,J_norm,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,total_transport_shift_s,total_absolute_transport_shift_s,max_transport_shift_s,minimum_M_E_kwh,minimum_M_C_db,hard_violations,uncovered_samples,validation_status,level
Q3E7_001,P01,87005.08617038542,0.5584702306702156,12044.374836661798,73.47077585529216,5.351385370067378,78.82216122535954,28,9,20290.58039817506,29929.914048755323,5245.605118084892,1.1038571791485101,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_002,P01,87005.08617038542,0.5585329702311226,11671.404241494876,73.47077585529216,5.351385370067378,78.82216122535954,28,9,20434.53004672002,30073.863697300283,5245.605118084892,1.1038571791485101,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_003,P01,87005.08617038545,0.5623141100960952,11671.404241494876,73.47077585529216,5.290883256338849,78.761659111631,28,9,20730.618996437654,30223.848143336974,5245.605118084892,1.1038571791485101,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_004,P01,87875.13703208932,0.5627749510470039,11671.404241494876,73.47077585529216,5.2855964889500235,78.75637234424218,28,9,20803.123234912975,30296.352381812296,5245.605118084892,1.1091439465373356,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_005,P01,88146.58939091334,0.5595329894841261,12604.972645885107,73.47077585529216,5.2574911830159,78.72826703830806,28,10,18919.34952062652,31147.65843077733,5887.642014837324,1.336618514946876,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_006,P01,88225.51538042535,0.5654156493672997,11304.755579720844,73.47077585529216,4.910338151629364,78.38111400692152,28,9,18701.201432533147,30763.524965883633,5887.642014837324,1.3348407596444627,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_007,P01,88225.51538042535,0.5675225080554526,11304.755579720844,73.47077585529216,4.849250155053418,78.32002601034557,28,9,18903.04321973688,30965.36675308736,5887.642014837324,1.3348407596444627,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
Q3E7_008,P01,88500.64039124498,0.5676017601957704,11304.755579720844,73.47077585529216,4.848836955234885,78.31961281052705,28,9,18927.001297804516,30989.324831154998,5891.7227458479865,1.3348407596444627,0.6230836731091074,0,0,E7_PLAN_INDEPENDENTLY_VALIDATED,L1
