node_id,time,x,y,z,mode,task_id,relay_id
U02,812.4404424239461,319988.599872737,2548318.494265952,435.599609375,cruise,M002,
U02,1203.910640184338,324105.4192386115,2550581.156895364,435.599609375,cruise,M002,
U02,1266.230483934338,324105.4192386115,2550581.156895364,279.8,descent,M002,
U02,1266.230483934338,324105.4192386115,2550581.156895364,279.8,handover,M002,
U02,1266.230483934338,324105.4192386115,2550581.156895364,279.8,climb,M002,
U02,1310.4169219226194,324105.4192386115,2550581.156895364,412.35931396484375,climb,M002,
U02,1310.4169219226194,324105.4192386115,2550581.156895364,412.35931396484375,cruise,M002,
U02,1926.2876074369615,318686.2012849663,2545556.1393078705,412.35931396484375,cruise,M002,
U02,2040.151333022899,318686.2012849663,2545556.1393078705,127.7,descent,M002,
U02,2430.1513330228986,318686.2012849663,2545556.1393078705,127.7,prep,M025,
U02,2430.1513330228986,324105.4192386115,2550581.156895364,279.8,return,M002,
U02,2760.1513330228986,318686.2012849663,2545556.1393078705,127.7,climb,M025,
U02,2808.603536392039,318686.2012849663,2545556.1393078705,273.0566101074219,climb,M025,
U02,2808.603536392039,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M025,
U02,3063.1025949455425,319988.599872737,2548318.494265952,273.0566101074219,cruise,M025,
U02,3098.725238988511,319988.599872737,2548318.494265952,184.0,descent,M025,
U02,3098.725238988511,319988.599872737,2548318.494265952,184.0,handover,M025,
U02,3098.725238988511,319988.599872737,2548318.494265952,184.0,climb,M025,
U02,3128.4107756909852,319988.599872737,2548318.494265952,273.0566101074219,climb,M025,
U02,3128.4107756909852,319988.599872737,2548318.494265952,273.0566101074219,cruise,M025,
U02,3382.9098342444886,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M025,
U02,3441.0524782874572,318686.2012849663,2545556.1393078705,127.7,descent,M025,
U02,3621.052478287457,319988.599872737,2548318.494265952,184.0,return,M025,
U03,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M008,
U03,360.0,318686.2012849663,2545556.1393078705,127.7,climb,M008,
U03,462.6455118815104,318686.2012849663,2545556.1393078705,435.6365356445313,climb,M008,
U03,462.6455118815104,318686.2012849663,2545556.1393078705,435.6365356445313,cruise,M008,
U03,861.3517515696519,323330.1953724307,2546707.0166936666,435.6365356445313,cruise,M008,
U03,894.9663658274644,323330.1953724307,2546707.0166936666,351.6,descent,M008,
U03,894.9663658274644,323330.1953724307,2546707.0166936666,351.6,handover,M008,
U03,894.9663658274644,323330.1953724307,2546707.0166936666,351.6,climb,M008,
U03,922.9785443756415,323330.1953724307,2546707.0166936666,435.6365356445313,climb,M008,
U03,922.9785443756415,323330.1953724307,2546707.0166936666,435.6365356445313,cruise,M008,
U03,1321.6847840637831,318686.2012849663,2545556.1393078705,435.6365356445313,cruise,M008,
U03,1444.8593983215956,318686.2012849663,2545556.1393078705,127.7,descent,M008,
U03,1654.8593983215956,318686.2012849663,2545556.1393078705,127.7,prep,M015,
U03,1654.8593983215956,323330.1953724307,2546707.0166936666,351.6,return,M008,
U03,2014.859398321596,318686.2012849663,2545556.1393078705,127.7,climb,M015,
U03,2070.0357024394348,318686.2012849663,2545556.1393078705,293.2289123535156,climb,M015,
U03,2070.0357024394348,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M015,
U03,2545.464770736884,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M015,
U03,2570.7563356782903,321135.4917704948,2550708.7793274075,230.0,descent,M015,
U03,2570.7563356782903,321135.4917704948,2550708.7793274075,230.0,handover,M015,
U03,2570.7563356782903,321135.4917704948,2550708.7793274075,230.0,climb,M015,
U03,2591.8326397961287,321135.4917704948,2550708.7793274075,293.2289123535156,climb,M015,
U03,2591.8326397961287,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M015,
U03,3067.261708093578,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M015,
U03,3133.4732730349842,318686.2012849663,2545556.1393078705,127.7,descent,M015,
U03,3343.473273034984,321135.4917704948,2550708.7793274075,230.0,return,M015,
U04,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M009,
U04,360.0,318686.2012849663,2545556.1393078705,127.7,climb,M009,
U04,449.8928975423177,318686.2012849663,2545556.1393078705,397.3786926269531,climb,M009,
U04,449.8928975423177,318686.2012849663,2545556.1393078705,397.3786926269531,cruise,M009,
U04,853.9951509724783,322870.60295955674,2548006.8097309223,397.3786926269531,cruise,M009,
U04,872.2666280232596,322870.60295955674,2548006.8097309223,351.7,descent,M009,
U04,872.2666280232596,322870.60295955674,2548006.8097309223,351.7,handover,M009,
U04,872.2666280232596,322870.60295955674,2548006.8097309223,351.7,climb,M009,
U04,887.4928588989106,322870.60295955674,2548006.8097309223,397.3786926269531,climb,M009,
U04,887.4928588989106,322870.60295955674,2548006.8097309223,397.3786926269531,cruise,M009,
U04,1291.5951123290713,318686.2012849663,2545556.1393078705,397.3786926269531,cruise,M009,
U04,1399.4665893798526,318686.2012849663,2545556.1393078705,127.7,descent,M009,
U04,1609.4665893798526,318686.2012849663,2545556.1393078705,127.7,prep,M014,
U04,1609.4665893798526,322870.60295955674,2548006.8097309223,351.7,return,M009,
U04,1969.4665893798528,318686.2012849663,2545556.1393078705,127.7,climb,M014,
U04,2035.7035522704778,318686.2012849663,2545556.1393078705,326.410888671875,climb,M014,
U04,2035.7035522704778,318686.2012849663,2545556.1393078705,326.410888671875,cruise,M014,
U04,2475.757026386832,318488.4830992104,2550833.078209432,326.410888671875,cruise,M014,
U04,2528.321381855582,318488.4830992104,2550833.078209432,195.0,descent,M014,
U04,2528.321381855582,318488.4830992104,2550833.078209432,195.0,handover,M014,
U04,2528.321381855582,318488.4830992104,2550833.078209432,195.0,climb,M014,
U04,2572.1250114128734,318488.4830992104,2550833.078209432,326.410888671875,climb,M014,
U04,2572.1250114128734,318488.4830992104,2550833.078209432,326.410888671875,cruise,M014,
U04,3012.1784855292276,318686.2012849663,2545556.1393078705,326.410888671875,cruise,M014,
U04,3091.6628409979776,318686.2012849663,2545556.1393078705,127.7,descent,M014,
U04,3301.6628409979785,318488.4830992104,2550833.078209432,195.0,return,M014,
U05,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M004,
U05,390.0,318686.2012849663,2545556.1393078705,127.7,climb,M004,
U05,544.7491292317709,318686.2012849663,2545556.1393078705,591.9473876953125,climb,M004,
U05,544.7491292317709,318686.2012849663,2545556.1393078705,591.9473876953125,cruise,M004,
U05,906.0538088980499,324088.70956645417,2545126.43549485,591.9473876953125,cruise,M004,
U05,1002.4327639761749,324088.70956645417,2545126.43549485,351.0,descent,M004,
U05,1002.4327639761749,324088.70956645417,2545126.43549485,351.0,handover,M004,
U05,1002.4327639761749,324088.70956645417,2545126.43549485,351.0,climb,M004,
U05,1082.7485598746125,324088.70956645417,2545126.43549485,591.9473876953125,climb,M004,
U05,1082.7485598746125,324088.70956645417,2545126.43549485,591.9473876953125,cruise,M004,
U05,1444.0532395408914,318686.2012849663,2545556.1393078705,591.9473876953125,cruise,M004,
U05,1629.7521946190163,318686.2012849663,2545556.1393078705,127.7,descent,M004,
U05,1869.7521946190163,318686.2012849663,2545556.1393078705,127.7,prep,M012,
U05,1869.7521946190163,324088.70956645417,2545126.43549485,351.0,return,M004,
U05,2229.7521946190163,318686.2012849663,2545556.1393078705,127.7,climb,M012,
U05,2319.931916705605,318686.2012849663,2545556.1393078705,398.2391662597656,climb,M012,
U05,2319.931916705605,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M012,
U05,2834.247200368398,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M012,
U05,2902.222866872304,319528.97595366306,2553224.6970819803,228.3,descent,M012,
U05,2902.222866872304,319528.97595366306,2553224.6970819803,228.3,handover,M012,
U05,2902.222866872304,319528.97595366306,2553224.6970819803,228.3,climb,M012,
U05,2958.869255625559,319528.97595366306,2553224.6970819803,398.2391662597656,climb,M012,
U05,2958.869255625559,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M012,
U05,3473.1845392883515,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M012,
U05,3581.4002057922576,318686.2012849663,2545556.1393078705,127.7,descent,M012,
U05,3791.400205792258,318686.2012849663,2545556.1393078705,127.7,prep,M013,
U05,3791.400205792258,319528.97595366306,2553224.6970819803,228.3,return,M012,
U05,4181.400205792258,318686.2012849663,2545556.1393078705,127.7,climb,M013,
U05,4329.123456117779,318686.2012849663,2545556.1393078705,570.8697509765625,climb,M013,
U05,4329.123456117779,318686.2012849663,2545556.1393078705,570.8697509765625,cruise,M013,
U05,4729.754960855868,314798.3027495933,2550138.497386535,570.8697509765625,cruise,M013,
U05,4768.302861246493,314798.3027495933,2550138.497386535,474.5,descent,M013,
U05,4768.302861246493,314798.3027495933,2550138.497386535,474.5,handover,M013,
U05,4768.302861246493,314798.3027495933,2550138.497386535,474.5,climb,M013,
U05,4800.426111572014,314798.3027495933,2550138.497386535,570.8697509765625,climb,M013,
U05,4800.426111572014,314798.3027495933,2550138.497386535,570.8697509765625,cruise,M013,
U05,5201.057616310103,318686.2012849663,2545556.1393078705,570.8697509765625,cruise,M013,
U05,5378.325516700728,318686.2012849663,2545556.1393078705,127.7,descent,M013,
U05,5618.325516700729,318686.2012849663,2545556.1393078705,127.7,prep,M024,
U05,5618.325516700729,314798.3027495933,2550138.497386535,474.5,return,M013,
U05,5948.325516700729,318686.2012849663,2545556.1393078705,127.7,climb,M024,
U05,6038.218414243047,318686.2012849663,2545556.1393078705,397.3786926269531,climb,M024,
U05,6038.218414243047,318686.2012849663,2545556.1393078705,397.3786926269531,cruise,M024,
U05,6361.500216987175,322870.60295955674,2548006.8097309223,397.3786926269531,cruise,M024,
U05,6379.771694037956,322870.60295955674,2548006.8097309223,351.7,descent,M024,
U05,6379.771694037956,322870.60295955674,2548006.8097309223,351.7,handover,M024,
U05,6379.771694037956,322870.60295955674,2548006.8097309223,351.7,climb,M024,
U05,6394.997924913607,322870.60295955674,2548006.8097309223,397.3786926269531,climb,M024,
U05,6394.997924913607,322870.60295955674,2548006.8097309223,397.3786926269531,cruise,M024,
U05,6718.279727657735,318686.2012849663,2545556.1393078705,397.3786926269531,cruise,M024,
U05,6826.151204708516,318686.2012849663,2545556.1393078705,127.7,descent,M024,
U05,7006.151204708518,318686.2012849663,2545556.1393078705,127.7,prep,M026,
U05,7006.151204708518,322870.60295955674,2548006.8097309223,351.7,return,M024,
U05,7336.151204708518,318686.2012849663,2545556.1393078705,127.7,climb,M026,
U05,7391.327508826356,318686.2012849663,2545556.1393078705,293.2289123535156,climb,M026,
U05,7391.327508826356,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M026,
U05,7771.670763464316,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M026,
U05,7796.9623284057225,321135.4917704948,2550708.7793274075,230.0,descent,M026,
U05,7796.9623284057225,321135.4917704948,2550708.7793274075,230.0,handover,M026,
U05,7796.9623284057225,321135.4917704948,2550708.7793274075,230.0,climb,M026,
U05,7818.038632523561,321135.4917704948,2550708.7793274075,293.2289123535156,climb,M026,
U05,7818.038632523561,321135.4917704948,2550708.7793274075,293.2289123535156,cruise,M026,
U05,8198.38188716152,318686.2012849663,2545556.1393078705,293.2289123535156,cruise,M026,
U05,8264.593452102927,318686.2012849663,2545556.1393078705,127.7,descent,M026,
U05,8444.593452102927,321135.4917704948,2550708.7793274075,230.0,return,M026,
U06,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M005,
U06,390.0,318686.2012849663,2545556.1393078705,127.7,climb,M005,
U06,450.4180847167969,318686.2012849663,2545556.1393078705,308.9542541503906,climb,M005,
U06,450.4180847167969,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M005,
U06,944.5052653007995,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M005,
U06,980.2869669609557,321607.1664922811,2552367.559439648,219.5,descent,M005,
U06,980.2869669609557,321607.1664922811,2552367.559439648,219.5,handover,M005,
U06,980.2869669609557,321607.1664922811,2552367.559439648,219.5,climb,M005,
U06,1010.1050516777526,321607.1664922811,2552367.559439648,308.9542541503906,climb,M005,
U06,1010.1050516777526,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M005,
U06,1504.1922322617552,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M005,
U06,1576.6939339219114,318686.2012849663,2545556.1393078705,127.7,descent,M005,
U06,1816.693933921912,318686.2012849663,2545556.1393078705,127.7,prep,M011,
U06,1816.693933921912,321607.1664922811,2552367.559439648,219.5,return,M005,
U06,2176.693933921912,318686.2012849663,2545556.1393078705,127.7,climb,M011,
U06,2317.9366035996463,318686.2012849663,2545556.1393078705,551.4280090332031,climb,M011,
U06,2317.9366035996463,318686.2012849663,2545556.1393078705,551.4280090332031,cruise,M011,
U06,2802.1584514029523,312375.1586337376,2549151.507186076,551.4280090332031,cruise,M011,
U06,2887.3296550162336,312375.1586337376,2549151.507186076,338.5,descent,M011,
U06,2887.3296550162336,312375.1586337376,2549151.507186076,338.5,handover,M011,
U06,2887.3296550162336,312375.1586337376,2549151.507186076,338.5,climb,M011,
U06,2958.3056580273014,312375.1586337376,2549151.507186076,551.4280090332031,climb,M011,
U06,2958.3056580273014,312375.1586337376,2549151.507186076,551.4280090332031,cruise,M011,
U06,3442.5275058306074,318686.2012849663,2545556.1393078705,551.4280090332031,cruise,M011,
U06,3612.018709443889,318686.2012849663,2545556.1393078705,127.7,descent,M011,
U06,3822.018709443888,318686.2012849663,2545556.1393078705,127.7,prep,M022,
U06,3822.018709443888,312375.1586337376,2549151.507186076,338.5,return,M011,
U06,4152.018709443888,318686.2012849663,2545556.1393078705,127.7,climb,M022,
U06,4254.664221325398,318686.2012849663,2545556.1393078705,435.6365356445313,climb,M022,
U06,4254.664221325398,318686.2012849663,2545556.1393078705,435.6365356445313,cruise,M022,
U06,4573.629213075911,323330.1953724307,2546707.0166936666,435.6365356445313,cruise,M022,
U06,4607.243827333724,323330.1953724307,2546707.0166936666,351.6,descent,M022,
U06,4607.243827333724,323330.1953724307,2546707.0166936666,351.6,handover,M022,
U06,4607.243827333724,323330.1953724307,2546707.0166936666,351.6,climb,M022,
U06,4635.256005881901,323330.1953724307,2546707.0166936666,435.6365356445313,climb,M022,
U06,4635.256005881901,323330.1953724307,2546707.0166936666,435.6365356445313,cruise,M022,
U06,4954.220997632414,318686.2012849663,2545556.1393078705,435.6365356445313,cruise,M022,
U06,5077.395611890226,318686.2012849663,2545556.1393078705,127.7,descent,M022,
U06,5257.395611890227,318686.2012849663,2545556.1393078705,127.7,prep,M023,
U06,5257.395611890227,323330.1953724307,2546707.0166936666,351.6,return,M022,
U06,5587.395611890227,318686.2012849663,2545556.1393078705,127.7,climb,M023,
U06,5682.282049878509,318686.2012849663,2545556.1393078705,412.35931396484375,climb,M023,
U06,5682.282049878509,318686.2012849663,2545556.1393078705,412.35931396484375,cruise,M023,
U06,6174.978598289982,324105.4192386115,2550581.156895364,412.35931396484375,cruise,M023,
U06,6228.0023238759195,324105.4192386115,2550581.156895364,279.8,descent,M023,
U06,6228.0023238759195,324105.4192386115,2550581.156895364,279.8,handover,M023,
U06,6228.0023238759195,324105.4192386115,2550581.156895364,279.8,climb,M023,
U06,6272.1887618642,324105.4192386115,2550581.156895364,412.35931396484375,climb,M023,
U06,6272.1887618642,324105.4192386115,2550581.156895364,412.35931396484375,cruise,M023,
U06,6764.885310275674,318686.2012849663,2545556.1393078705,412.35931396484375,cruise,M023,
U06,6878.749035861611,318686.2012849663,2545556.1393078705,127.7,descent,M023,
U06,7058.749035861612,318686.2012849663,2545556.1393078705,127.7,prep,M027,
U06,7058.749035861612,324105.4192386115,2550581.156895364,279.8,return,M023,
U06,7388.749035861612,318686.2012849663,2545556.1393078705,127.7,climb,M027,
U06,7443.965379041951,318686.2012849663,2545556.1393078705,293.3490295410156,climb,M027,
U06,7443.965379041951,318686.2012849663,2545556.1393078705,293.3490295410156,cruise,M027,
U06,7631.171916825616,317639.7049014466,2548161.952054749,293.3490295410156,cruise,M027,
U06,7663.671528642022,317639.7049014466,2548161.952054749,212.1,descent,M027,
U06,7663.671528642022,317639.7049014466,2548161.952054749,212.1,handover,M027,
U06,7663.671528642022,317639.7049014466,2548161.952054749,212.1,climb,M027,
U06,7690.754538489027,317639.7049014466,2548161.952054749,293.3490295410156,climb,M027,
U06,7690.754538489027,317639.7049014466,2548161.952054749,293.3490295410156,cruise,M027,
U06,7877.9610762726925,318686.2012849663,2545556.1393078705,293.3490295410156,cruise,M027,
U06,7944.220688089099,318686.2012849663,2545556.1393078705,127.7,descent,M027,
U06,8124.220688089099,317639.7049014466,2548161.952054749,212.1,return,M027,
U07,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M003,
U07,510.0,318686.2012849663,2545556.1393078705,127.7,climb,M003,
U07,568.1426440429688,318686.2012849663,2545556.1393078705,273.0566101074219,climb,M003,
U07,568.1426440429688,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M003,
U07,771.7418908857715,319988.599872737,2548318.494265952,273.0566101074219,cruise,M003,
U07,816.2701959394824,319988.599872737,2548318.494265952,184.0,descent,M003,
U07,816.2701959394824,319988.599872737,2548318.494265952,184.0,handover,M003,
U07,816.2701959394824,319988.599872737,2548318.494265952,184.0,climb,M003,
U07,851.8928399824512,319988.599872737,2548318.494265952,273.0566101074219,climb,M003,
U07,851.8928399824512,319988.599872737,2548318.494265952,273.0566101074219,cruise,M003,
U07,1055.4920868252539,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M003,
U07,1128.170391878965,318686.2012849663,2545556.1393078705,127.7,descent,M003,
U07,1560.170391878965,318686.2012849663,2545556.1393078705,127.7,prep,M010,
U07,1560.170391878965,319988.599872737,2548318.494265952,184.0,return,M003,
U07,2010.170391878965,318686.2012849663,2545556.1393078705,127.7,climb,M010,
U07,2108.2541247891213,318686.2012849663,2545556.1393078705,372.9093322753906,climb,M010,
U07,2108.2541247891213,318686.2012849663,2545556.1393078705,372.9093322753906,cruise,M010,
U07,2646.861768037357,316926.3521472279,2553441.253417357,372.9093322753906,cruise,M010,
U07,2697.8664341750523,316926.3521472279,2553441.253417357,270.9,descent,M010,
U07,2697.8664341750523,316926.3521472279,2553441.253417357,270.9,handover,M010,
U07,2697.8664341750523,316926.3521472279,2553441.253417357,270.9,climb,M010,
U07,2738.6701670852085,316926.3521472279,2553441.253417357,372.9093322753906,climb,M010,
U07,2738.6701670852085,316926.3521472279,2553441.253417357,372.9093322753906,cruise,M010,
U07,3277.277810333444,318686.2012849663,2545556.1393078705,372.9093322753906,cruise,M010,
U07,3399.8824764711394,318686.2012849663,2545556.1393078705,127.7,descent,M010,
U07,3759.8824764711394,318686.2012849663,2545556.1393078705,127.7,prep,M018,
U07,3759.8824764711394,316926.3521472279,2553441.253417357,270.9,return,M010,
U07,4239.882476471139,318686.2012849663,2545556.1393078705,127.7,climb,M018,
U07,4409.37368008442,318686.2012849663,2545556.1393078705,551.4280090332031,climb,M018,
U07,4409.37368008442,318686.2012849663,2545556.1393078705,551.4280090332031,cruise,M018,
U07,4893.595527887725,312375.1586337376,2549151.507186076,551.4280090332031,cruise,M018,
U07,5000.059532404327,312375.1586337376,2549151.507186076,338.5,descent,M018,
U07,5000.059532404327,312375.1586337376,2549151.507186076,338.5,handover,M018,
U07,5000.059532404327,312375.1586337376,2549151.507186076,338.5,climb,M018,
U07,5085.230736017608,312375.1586337376,2549151.507186076,551.4280090332031,climb,M018,
U07,5085.230736017608,312375.1586337376,2549151.507186076,551.4280090332031,cruise,M018,
U07,5569.452583820914,318686.2012849663,2545556.1393078705,551.4280090332031,cruise,M018,
U07,5781.316588337515,318686.2012849663,2545556.1393078705,127.7,descent,M018,
U07,6177.316588337516,318686.2012849663,2545556.1393078705,127.7,prep,M020,
U07,6177.316588337516,312375.1586337376,2549151.507186076,338.5,return,M018,
U07,6597.316588337516,318686.2012849663,2545556.1393078705,127.7,climb,M020,
U07,6705.532254841422,318686.2012849663,2545556.1393078705,398.2391662597656,climb,M020,
U07,6705.532254841422,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M020,
U07,7219.847538504215,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M020,
U07,7304.817121634098,319528.97595366306,2553224.6970819803,228.3,descent,M020,
U07,7304.817121634098,319528.97595366306,2553224.6970819803,228.3,handover,M020,
U07,7304.817121634098,319528.97595366306,2553224.6970819803,228.3,climb,M020,
U07,7372.792788138004,319528.97595366306,2553224.6970819803,398.2391662597656,climb,M020,
U07,7372.792788138004,319528.97595366306,2553224.6970819803,398.2391662597656,cruise,M020,
U07,7887.108071800796,318686.2012849663,2545556.1393078705,398.2391662597656,cruise,M020,
U07,8022.377654930679,318686.2012849663,2545556.1393078705,127.7,descent,M020,
U07,8346.377654930679,319528.97595366306,2553224.6970819803,228.3,return,M020,
U08,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M006,
U08,480.0,318686.2012849663,2545556.1393078705,127.7,climb,M006,
U08,538.1426440429688,318686.2012849663,2545556.1393078705,273.0566101074219,climb,M006,
U08,538.1426440429688,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M006,
U08,741.7418908857715,319988.599872737,2548318.494265952,273.0566101074219,cruise,M006,
U08,786.2701959394824,319988.599872737,2548318.494265952,184.0,descent,M006,
U08,786.2701959394824,319988.599872737,2548318.494265952,184.0,handover,M006,
U08,786.2701959394824,319988.599872737,2548318.494265952,184.0,climb,M006,
U08,821.8928399824512,319988.599872737,2548318.494265952,273.0566101074219,climb,M006,
U08,821.8928399824512,319988.599872737,2548318.494265952,273.0566101074219,cruise,M006,
U08,1025.4920868252539,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M006,
U08,1098.170391878965,318686.2012849663,2545556.1393078705,127.7,descent,M006,
U08,1494.170391878965,318686.2012849663,2545556.1393078705,127.7,prep,M007,
U08,1494.170391878965,319988.599872737,2548318.494265952,184.0,return,M006,
U08,1944.170391878965,318686.2012849663,2545556.1393078705,127.7,climb,M007,
U08,2039.5295276211525,318686.2012849663,2545556.1393078705,366.0978393554688,climb,M007,
U08,2039.5295276211525,318686.2012849663,2545556.1393078705,366.0978393554688,cruise,M007,
U08,2251.946235171404,315500.3321695994,2545506.834640633,366.0978393554688,cruise,M007,
U08,2277.5951548491385,315500.3321695994,2545506.834640633,314.8,descent,M007,
U08,2277.5951548491385,315500.3321695994,2545506.834640633,314.8,handover,M007,
U08,2277.5951548491385,315500.3321695994,2545506.834640633,314.8,climb,M007,
U08,2298.114290591326,315500.3321695994,2545506.834640633,366.0978393554688,climb,M007,
U08,2298.114290591326,315500.3321695994,2545506.834640633,366.0978393554688,cruise,M007,
U08,2510.5309981415776,318686.2012849663,2545556.1393078705,366.0978393554688,cruise,M007,
U08,2629.729917819312,318686.2012849663,2545556.1393078705,127.7,descent,M007,
U08,2989.729917819312,318686.2012849663,2545556.1393078705,127.7,prep,M017,
U08,2989.729917819312,315500.3321695994,2545506.834640633,314.8,return,M007,
U08,3439.729917819312,318686.2012849663,2545556.1393078705,127.7,climb,M017,
U08,3512.2316194794685,318686.2012849663,2545556.1393078705,308.9542541503906,climb,M017,
U08,3512.2316194794685,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M017,
U08,4006.318800063471,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M017,
U08,4051.0459271386662,321607.1664922811,2552367.559439648,219.5,descent,M017,
U08,4051.0459271386662,321607.1664922811,2552367.559439648,219.5,handover,M017,
U08,4051.0459271386662,321607.1664922811,2552367.559439648,219.5,climb,M017,
U08,4086.8276287988224,321607.1664922811,2552367.559439648,308.9542541503906,climb,M017,
U08,4086.8276287988224,321607.1664922811,2552367.559439648,308.9542541503906,cruise,M017,
U08,4580.914809382825,318686.2012849663,2545556.1393078705,308.9542541503906,cruise,M017,
U08,4671.54193645802,318686.2012849663,2545556.1393078705,127.7,descent,M017,
U08,5031.541936458019,318686.2012849663,2545556.1393078705,127.7,prep,M019,
U08,5031.541936458019,321607.1664922811,2552367.559439648,219.5,return,M017,
U08,5421.541936458019,318686.2012849663,2545556.1393078705,127.7,climb,M019,
U08,5571.194126399426,318686.2012849663,2545556.1393078705,501.8304748535156,climb,M019,
U08,5571.194126399426,318686.2012849663,2545556.1393078705,501.8304748535156,cruise,M019,
U08,5873.495992773569,314816.04690611176,2547919.1562834387,501.8304748535156,cruise,M019,
