service_id,uav_type,mask,box_ids,mass_kg,volume_m3,energy_kwh,time_s,reserve_limit
S001,C,8860,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8861,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8862,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8864,"['S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8865,"['S001-MED-01', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8866,"['S001-MED-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8867,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8868,"['S001-WAT-01', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8869,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8870,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8871,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8872,"['S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8873,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8874,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8875,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8876,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8877,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8878,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8880,"['S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8881,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8882,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8883,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8884,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8885,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8886,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8888,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8889,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8890,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8896,"['S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8897,"['S001-MED-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8898,"['S001-MED-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8899,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8900,"['S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8901,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8902,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8903,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8904,"['S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8905,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8906,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8907,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8908,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8909,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8910,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8912,"['S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8913,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8914,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8915,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8916,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8917,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8918,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8920,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8921,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8922,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8928,"['S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8929,"['S001-MED-01', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8930,"['S001-MED-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8931,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8932,"['S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8933,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8934,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8936,"['S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8937,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8938,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8944,"['S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8945,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8946,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8960,"['S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",34.0,0.089,2.1248433981096397,1296.170391878965,0.734394575236295
S001,C,8961,"['S001-MED-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",37.0,0.101,2.1533191663344766,1362.170391878965,0.7308351042081904
S001,C,8962,"['S001-MED-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",37.0,0.101,2.1533191663344766,1362.170391878965,0.7308351042081904
S001,C,8963,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",40.0,0.113,2.1843268868496284,1428.170391878965,0.7269591391437964
S001,C,8964,"['S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8965,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8966,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8967,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8968,"['S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8969,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8970,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8971,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8972,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8973,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8974,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8975,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8976,"['S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8977,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8978,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8979,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8980,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8981,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8982,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8983,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8984,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8985,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8986,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8987,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,8988,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,8989,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8990,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,8992,"['S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,8993,"['S001-MED-01', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8994,"['S001-MED-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,8995,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,8996,"['S001-WAT-01', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,8997,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8998,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,8999,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,9000,"['S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,9001,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9002,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9003,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,9004,"['S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,9005,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9006,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9008,"['S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,9009,"['S001-MED-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9010,"['S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9011,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
S001,C,9012,"['S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,9013,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9014,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9016,"['S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",76.0,0.17,2.917555936277246,1494.170391878965,0.6353055079653442
S001,C,9017,"['S001-MED-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9018,"['S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",79.0,0.182,3.037670039778408,1560.170391878965,0.620291245027699
S001,C,9024,"['S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",48.0,0.116,2.2814230167981604,1362.170391878965,0.71482212290023
S001,C,9025,"['S001-MED-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,9026,"['S001-MED-02', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",51.0,0.128,2.324206637117009,1428.170391878965,0.7094741703603739
S001,C,9027,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",54.0,0.14,2.37113940355839,1494.170391878965,0.7036075745552013
S001,C,9028,"['S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",62.0,0.14300000000000002,2.521154650832634,1428.170391878965,0.6848556686459207
S001,C,9029,"['S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9030,"['S001-MED-02', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",65.0,0.155,2.5889847934314116,1494.170391878965,0.6763769008210736
S001,C,9031,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01']",68.0,0.167,2.6647574707646875,1560.170391878965,0.6669053161544141
