sortie_id,battery_id,takeoff_s,return_s,return_soc,charge_duration_s,energy_ready_s
M001,BAT-C-02,540.0,1626.170391878965,0.6255321544315746,1644.6803320649215,3270.8507239438864
M002,BAT-C-01,510.0,1560.170391878965,0.6353055079653442,1623.5047327417542,3183.675124620719
M003,BAT-C-03,2076.2,3668.0120186387085,0.28485187289610714,2382.820942058435,6050.832960697144
M004,BAT-B-03,1597.3,3023.993933921912,0.3216518213304336,1842.470176360582,4866.4641102824935
M005,BAT-A-03,360.0,2262.6540221775354,0.31476007122585303,1390.8119074063911,3653.4659295839265
M006,BAT-C-01,4148.1,6104.2111443370795,0.2628610718370119,2430.4676776864744,8534.678822023554
M007,BAT-C-02,4651.5,6472.561066593164,0.23088787400035304,2499.7429396659018,8972.304006259066
M008,BAT-A-04,3743.7,5075.8962516181255,0.5126740814551964,1133.5236941082449,6209.41994572637
M009,BAT-B-02,4152.6,5308.774861971584,0.5413734475155271,1461.619357639753,6770.394219611337
M010,BAT-A-01,2430.2,3383.6852665969827,0.6984373007190467,892.0315090652392,4275.716775662222
M011,BAT-B-01,360.0,1207.276912821857,0.7154664089004564,1159.8582245725422,2367.135137394399
M012,BAT-A-01,360.0,1313.485266596983,0.7085441999392076,878.8925400790301,2192.3778066760133
M013,BAT-A-02,3182.1,4993.246128791162,0.2647938182116787,1455.7680363248178,6449.014165115979
M014,BAT-B-01,3384.0,4925.842307167044,0.3091418530572285,1864.1541213674705,6789.996428534514
M015,BAT-B-03,5315.9,6484.342247394408,0.4759473657320945,1575.0245660643693,8059.366813458778
M016,BAT-A-06,2340.2,3605.059398321596,0.57304103759146,1055.046651131102,4660.106049452697
M017,BAT-B-04,5698.8,6497.2236501116,0.7315165686977672,1132.037947590537,7629.261597702138
M018,BAT-B-02,390.0,1922.734555970083,0.31191138952446495,1859.3535914909273,3782.0881474610105
M019,BAT-B-04,2312.8,3792.5521946190165,0.4649242488096277,1594.131302063312,5386.683496682328
M020,BAT-A-05,1703.5,3806.66865389721,0.27612230704296126,1441.0410008441504,5247.70965474136
M021,BAT-C-04,2100.2,4171.485752513388,0.3272290455201273,2291.003734706391,6462.489487219779
M022,BAT-A-04,390.0,2070.1480721987136,0.5078282740551816,1139.823243728264,3209.9713159269777
M023,BAT-A-02,360.0,2010.1480721987134,0.4831391335013582,1171.9191264482342,3182.067198646948
