sortie_id,uav_id,uav_type,battery_id,preparation_start_s,takeoff_s,service_sequence,return_s,energy_kwh,energy_margin_kwh,n_boxes,payload_kg,tag
M001,U02,A,BAT-A-04,0.0,360.0,S001,1250.9011452645589,1.2823246082352031,2.317675391764797,2,22.0,XB01_exact_cells
M002,U01,A,BAT-A-05,1250.9011552645534,1610.9011552645534,S001,2501.8023005291125,1.2823246082352031,2.317675391764797,2,22.0,XB01_exact_cells
M003,U04,A,BAT-A-04,2466.08031880641,2826.08031880641,S007,4193.5156414800485,1.9708885880958245,1.6291114119041756,2,22.0,XB01_exact_cells
M004,U01,A,BAT-A-02,2501.8023105291068,2861.8023105291068,S001,3752.703455793666,1.2823246082352031,2.317675391764797,2,22.0,XB01_exact_cells
M005,U06,B,BAT-B-04,1869.7522046190134,2259.7522046190134,S013,3380.222484911958,1.8247182633032644,1.3752817366967358,3,25.0,XB01_exact_cells
M006,U06,B,BAT-B-02,0.0,390.0,S014,1869.7521946190163,2.1403030047614893,1.059696995238511,3,25.0,XB01_exact_cells
M007,U08,C,BAT-C-02,0.0,540.0,S001,1626.170391878965,2.846124929826203,3.5538750701737976,8,74.0,XB01_exact_cells
M008,U07,C,BAT-C-01,0.0,480.0,S006,1561.5595259403467,2.5979763856932365,3.802023614306764,6,59.0,XB01_exact_cells
M009,U03,A,BAT-A-01,2111.146138791169,2441.146138791169,S002,4054.883663005082,2.8714039850244966,0.7285960149755035,1,14.0,XB01_exact_cells
M010,U02,A,BAT-A-06,1761.3504865324949,2121.350486532495,S007,3488.7858092061333,1.905310817867576,1.6946891821324241,2,17.0,XB01_exact_cells
M011,U05,B,BAT-B-03,1555.3769124463436,1945.3769124463436,S012,3478.1114684164268,2.75235444190214,0.44764555809786,3,25.0,XB01_exact_cells
M012,U08,C,BAT-C-04,1626.170401878946,2106.170401878946,S003,4062.281546216026,6.205564867856595,0.19443513214340502,6,65.0,XB01_exact_cells
M013,U07,C,BAT-C-03,1561.5595359403237,2071.5595359403237,S002,3735.371554579032,6.280782227150773,0.11921777284922719,7,67.0,XB01_exact_cells
M014,U05,B,BAT-B-01,0.0,390.0,S010,1555.376902446339,1.8231457316476736,1.3768542683523266,3,25.0,XB01_exact_cells
M015,U01,A,BAT-A-01,0.0,330.0,S001,1190.9011452645589,1.2195056111647737,2.3804943888352263,1,14.0,XB01_exact_cells
M016,U03,A,BAT-A-02,0.0,330.0,S007,1667.4353226736384,1.8058740742618977,1.7941259257381024,1,6.0,XB01_exact_cells
M017,U02,A,BAT-A-05,4162.59250119314,4522.59250119314,S003,6425.246523370675,2.964335169071322,0.6356648309286781,2,16.0,XB01_exact_cells
M018,U04,A,BAT-A-03,0.0,330.0,S008,2111.146128791162,3.146461435490872,0.4535385645091279,1,14.0,XB01_exact_cells
M019,U06,B,BAT-B-01,3380.222494911958,3770.222494911958,S009,4938.664742306367,2.096210537071622,1.1037894629283782,3,25.0,XB01_exact_cells
M020,U05,B,BAT-B-02,3478.1114784164265,3868.1114784164265,S015,5306.400062436876,2.3074247845590743,0.8925752154409259,3,25.0,XB01_exact_cells
M021,U07,C,BAT-C-01,3735.3715645790217,4275.371564579022,S005>S008,6441.958803655449,6.321045767174928,0.07895423282507252,8,62.0,XB01_exact_cells
M022,U08,C,BAT-C-02,4062.2815562160263,4542.281556216027,S004,6363.342622809189,6.152897007997176,0.2471029920028247,6,59.0,XB01_exact_cells
M023,U06,B,BAT-B-04,4938.664752306367,5298.664752306367,S005,6454.83961427795,2.086114700804694,1.113885299195306,2,28.0,XB01_exact_cells
M024,U05,B,BAT-B-03,5306.400072436876,5696.400072436876,S011,6494.823722548477,1.0739337252089312,2.126066274791069,3,25.0,XB01_exact_cells
