node_id,time,x,y,z,mode,task_id,relay_id,phase_role
U06,1922.734565970083,318686.2012849663,2545556.1393078705,127.7,prep,M001,,start
U06,2312.734565970083,318686.2012849663,2545556.1393078705,127.7,climb,M001,,start
U06,2312.734565970083,318686.2012849663,2545556.1393078705,127.7,prep,M001,,end
U06,2312.734565970083,318686.2012849663,2545556.1393078705,127.7,takeoff,M001,,instant
U06,2403.228507213573,318686.2012849663,2545556.1393078705,399.18182373046875,climb,M001,,end
U06,2403.228507213573,318686.2012849663,2545556.1393078705,399.18182373046875,cruise,M001,,start
U06,2726.5103099577013,322870.60295955674,2548006.8097309223,399.18182373046875,cruise,M001,,end
U06,2726.5103099577013,322870.60295955674,2548006.8097309223,399.18182373046875,descent,M001,,start
U06,2745.503039449889,322870.60295955674,2548006.8097309223,351.7,descent,M001,,end
U06,2745.503039449889,322870.60295955674,2548006.8097309223,351.7,handover_start,M001,,start
U06,2985.503039449889,322870.60295955674,2548006.8097309223,351.7,climb,M001,,start
U06,2985.503039449889,322870.60295955674,2548006.8097309223,351.7,handover_end,M001,,end
U06,3001.330314026712,322870.60295955674,2548006.8097309223,399.18182373046875,climb,M001,,end
U06,3001.330314026712,322870.60295955674,2548006.8097309223,399.18182373046875,cruise,M001,,start
U06,3324.6121167708407,318686.2012849663,2545556.1393078705,399.18182373046875,cruise,M001,,end
U06,3324.6121167708407,318686.2012849663,2545556.1393078705,399.18182373046875,descent,M001,,start
U06,3433.2048462630282,318686.2012849663,2545556.1393078705,127.7,descent,M001,,end
U06,3433.2048462630282,318686.2012849663,2545556.1393078705,127.7,return,M001,,instant
U02,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,start
U02,330.0,318686.2012849663,2545556.1393078705,127.7,climb,M002,,start
U02,330.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,end
U02,330.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M002,,instant
U02,458.0910583496094,318686.2012849663,2545556.1393078705,511.9731750488281,climb,M002,,end
U02,458.0910583496094,318686.2012849663,2545556.1393078705,511.9731750488281,cruise,M002,,start
U02,835.968391317288,314816.04690611176,2547919.1562834387,511.9731750488281,cruise,M002,,end
U02,835.968391317288,314816.04690611176,2547919.1562834387,511.9731750488281,descent,M002,,start
U02,901.3576613368193,314816.04690611176,2547919.1562834387,348.5,descent,M002,,end
U02,901.3576613368193,314816.04690611176,2547919.1562834387,348.5,handover_start,M002,,start
U02,1081.3576613368193,314816.04690611176,2547919.1562834387,348.5,climb,M002,,start
U02,1081.3576613368193,314816.04690611176,2547919.1562834387,348.5,handover_end,M002,,end
U02,1135.8487196864287,314816.04690611176,2547919.1562834387,511.9731750488281,climb,M002,,end
U02,1135.8487196864287,314816.04690611176,2547919.1562834387,511.9731750488281,cruise,M002,,start
U02,1513.7260526541072,318686.2012849663,2545556.1393078705,511.9731750488281,cruise,M002,,end
U02,1513.7260526541072,318686.2012849663,2545556.1393078705,511.9731750488281,descent,M002,,start
U02,1667.4353226736384,318686.2012849663,2545556.1393078705,127.7,descent,M002,,end
U02,1667.4353226736384,318686.2012849663,2545556.1393078705,127.7,return,M002,,instant
U04,2348.3847229211324,318686.2012849663,2545556.1393078705,127.7,prep,M003,,start
U04,2708.3847229211324,318686.2012849663,2545556.1393078705,127.7,climb,M003,,start
U04,2708.3847229211324,318686.2012849663,2545556.1393078705,127.7,prep,M003,,end
U04,2708.3847229211324,318686.2012849663,2545556.1393078705,127.7,takeoff,M003,,instant
U04,2787.8506693729555,318686.2012849663,2545556.1393078705,366.09783935546875,climb,M003,,end
U04,2787.8506693729555,318686.2012849663,2545556.1393078705,366.09783935546875,cruise,M003,,start
U04,3053.37155381077,315500.3321695994,2545506.834640633,366.09783935546875,cruise,M003,,end
U04,3053.37155381077,315500.3321695994,2545506.834640633,366.09783935546875,descent,M003,,start
U04,3073.8906895529576,315500.3321695994,2545506.834640633,314.8,descent,M003,,end
U04,3073.8906895529576,315500.3321695994,2545506.834640633,314.8,handover_start,M003,,start
U04,3283.8906895529576,315500.3321695994,2545506.834640633,314.8,climb,M003,,start
U04,3283.8906895529576,315500.3321695994,2545506.834640633,314.8,handover_end,M003,,end
U04,3300.989969338114,315500.3321695994,2545506.834640633,366.09783935546875,climb,M003,,end
U04,3300.989969338114,315500.3321695994,2545506.834640633,366.09783935546875,cruise,M003,,start
U04,3566.5108537759284,318686.2012849663,2545556.1393078705,366.09783935546875,cruise,M003,,end
U04,3566.5108537759284,318686.2012849663,2545556.1393078705,366.09783935546875,descent,M003,,start
U04,3661.8699895181157,318686.2012849663,2545556.1393078705,127.7,descent,M003,,end
U04,3661.8699895181157,318686.2012849663,2545556.1393078705,127.7,return,M003,,instant
U05,3077.0291274408733,318686.2012849663,2545556.1393078705,127.7,prep,M004,,start
U05,3467.0291274408733,318686.2012849663,2545556.1393078705,127.7,climb,M004,,start
U05,3467.0291274408733,318686.2012849663,2545556.1393078705,127.7,prep,M004,,end
U05,3467.0291274408733,318686.2012849663,2545556.1393078705,127.7,takeoff,M004,,instant
U05,3615.0622125645714,318686.2012849663,2545556.1393078705,571.7992553710938,climb,M004,,end
U05,3615.0622125645714,318686.2012849663,2545556.1393078705,571.7992553710938,cruise,M004,,start
U05,4015.693717302661,314798.3027495933,2550138.497386535,571.7992553710938,cruise,M004,,end
U05,4015.693717302661,314798.3027495933,2550138.497386535,571.7992553710938,descent,M004,,start
U05,4054.6134194510983,314798.3027495933,2550138.497386535,474.5,descent,M004,,end
U05,4054.6134194510983,314798.3027495933,2550138.497386535,474.5,handover_start,M004,,start
U05,4294.613419451098,314798.3027495933,2550138.497386535,474.5,climb,M004,,start
U05,4294.613419451098,314798.3027495933,2550138.497386535,474.5,handover_end,M004,,end
