sortie_id,shift_s
M001,-0.0
M002,418.62545437465633
M003,2177.0145962536226
M004,2110.7958462536226
M005,5829.164842395756
M006,1494.1703918789572
M007,4360.333730424176
M008,7994.453426416205
M009,4145.114980424176
M010,5699.414842395756
M011,-0.0
M012,1869.7521946190163
M013,-0.0
M014,1654.859398321596
M015,2341.559636619946
M016,2349.9060494526975
M017,5625.071092395756
M018,7489.578426416205
M019,60.0
M020,-0.0
M021,3693.6098765465676
M022,43.09375
M023,2183.1395962536226
M024,-0.0
M025,5661.289842395756
