energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_008_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_008_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_008_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_008_R006,6129.638339845516,7985.9174338057965,1.0,0.8340448432824565,7985.9174338057965,8701.659137538603,715.7417037328064
REC-05,Q3E8_G04_008_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_008_R004,3873.361034895148,5649.638339845516,1.0,0.8412296190295853,5649.638339845516,6356.039835107055,706.4014952615391
REC-02,Q3E8_G04_008_R007,7504.230502054352,11031.843424690753,1.0,0.6733476411094477,11031.843424690753,11956.491491248471,924.6480665577182
REC-03,Q3E8_G04_008_R009,11511.843424690753,12849.730050815795,1.0,0.8831536689663184,12849.730050815795,13501.630281159582,651.9002303437861
REC-04,Q3E8_G04_008_R010,12275.870146834797,13421.589084867961,1.0,0.9012035394432565,13421.589084867961,14044.006786375445,622.417701507484
REC-01,Q3E8_G04_008_R008,9864.092841884427,11795.870146834795,1.0,0.8263815287518075,11795.870146834795,12521.574159457447,725.7040126226502
