uav_id,sortie_id,busy_start_s,busy_end_s
U02,M001,0.0,2395.0848798156608
U01,M002,0.0,2121.7020521620752
U06,M003,2215.993195339162,4085.7453899581783
U06,M004,163.25,1919.9439339219116
U07,M005,0.0,1495.5595259403467
U03,M006,2301.618195339162,3956.4775936607575
U05,M007,1354.166217462174,2801.991905469962
U05,M008,145.06469461901634,1354.166216462174
U08,M009,4384.1631161626565,6583.875200754831
U05,M010,3542.984524641425,5608.3093001634015
U06,M011,4401.901488092357,6323.549499265598
U05,M012,5835.748996271472,7662.674307179943
U01,M013,5969.2688631685305,7657.882737881919
U06,M014,6323.549500265598,7839.724362237182
U04,M015,5969.2220114901265,7188.296932609444
U07,M016,5887.734639108878,7381.905030987842
U08,M017,7337.668448760706,9445.480467399415
U07,M018,7381.905031987843,8810.075423866809
U08,M019,9445.480468399415,11796.914580265791
U03,M020,11053.967537006845,12766.526899394026
U07,M021,8810.075424866809,10979.136491459973
U07,M022,11104.440038584933,12849.635196780475
U06,M023,11973.463828673488,13408.840731119826
U05,M024,7662.674308179943,9464.027732151328
U02,M025,9273.189667330607,11193.629202782304
U06,M026,7839.724363237181,8928.825885080338
U06,M027,9269.183983151328,10707.626230545737
U05,M028,11300.779190538686,12366.250842766172
