uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,1494.170391878965
U08,M002,0.0,1692.170391878965
U03,M003,1832.4,3836.137524213913
U07,M004,1494.2,3602.0120186387085
U04,M005,3603.5,5866.154022177536
U07,M006,3602.1,5972.2111443370795
U01,M007,2908.4,5111.054022177535
U08,M008,1692.2,3993.2610665931634
U03,M009,3836.2,5528.3962516181255
U02,M010,3041.0,4733.196251618126
U01,M011,0.0,1313.485266596983
U06,M012,1922.8,3130.076912821857
U02,M013,0.0,1313.485266596983
U04,M014,1875.6,3543.0353226736383
U02,M015,1313.5,3040.9353226736384
U04,M016,0.0,1727.4353226736384
U06,M017,5092.0,6933.842307167044
U02,M018,4733.2,6844.346128791161
U06,M019,3130.1,5091.942307167044
U01,M020,1313.5,2908.3593983215956
U03,M021,0.0,1654.8593983215956
U05,M022,3392.1,4580.523650111601
U06,M023,0.0,1922.734555970083
U05,M024,0.0,1510.4702802929446
U05,M025,1510.5,3380.2521946190163
U05,M026,4580.6,6408.88858402045
U08,M027,3993.3,6279.8004360945015
