relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,A03_Q3_002_CC_R001,67.75844956104845,2121.8561347895375,2421.8561347895375,300.0
R02,A03_Q3_002_CC_R002,357.3885934917088,1513.1783122293198,1813.1783122293198,300.0
R01,A03_Q3_002_CC_R004,2636.3826728272616,5307.566621538068,5607.566621538068,300.0
R02,A03_Q3_002_CC_R003,1813.17831222932,3952.869747457809,4252.869747457809,300.0
R02,A03_Q3_002_CC_R005,4252.869747457809,6369.499836231826,6669.499836231826,300.0
R01,A03_Q3_002_CC_R006,5607.566621538068,9617.668097477275,9917.668097477275,300.0
R02,A03_Q3_002_CC_R007,6669.499836231826,8798.042594706201,9098.042594706201,300.0
