atomic_task_id,parent_gap_id,transport_sortie_id,service_start_s,service_end_s,relay_sortie_id,relay_id,site_id,topology,provider_count,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db
T03_M007_G00,T03_M007_G00,M007,4754.88125,5599.35,T03_C1_FIXED_Q3_R003,R02,E52_30110e5b3ae38ecfab28ace2,TRANSPORT_RELAY_G01,1,5.268987734543231,10.05954008012911,5.268987734543231
T03_M003_G00,T03_M003_G00,M003,747.8125,1603.84375,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,0.6230836731091074,11.397135806608844,0.6230836731091074
T03_M004_G00,T03_M004_G00,M004,2506.23125,3447.85625,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,0.6230836731091074,11.397135806608844,0.6230836731091074
T03_M005_G00,T03_M005_G00,M005,4539.4625,5472.05625,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,3.9055423871373875,11.397135806608844,3.9055423871373875
T03_M006_G00,T03_M006_G00,M006,2408.1375,3452.98125,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,3.9055423871373875,11.397135806608844,3.9055423871373875
T03_M008_G00,T03_M008_G00,M008,4082.525,4113.18125,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083338048554566,11.397135806608844,8.083338048554566
T03_M008_G01,T03_M008_G01,M008,4123.5875,4560.18125,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.226809702901718,11.397135806608844,8.226809702901718
T03_M008_G02,T03_M008_G02,M008,4570.55625,4601.24375,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.083077875508948,11.397135806608844,8.083077875508948
T03_M009_G00,T03_M009_G00,M009,3823.0375,3848.38125,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.076615513440018,11.397135806608844,8.076615513440018
T03_M009_G01,T03_M009_G01,M009,3855.88125,4267.225,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.226809702901718,11.397135806608844,8.226809702901718
T03_M009_G02,T03_M009_G02,M009,4274.75625,4300.1,T03_C1_FIXED_Q3_R001,R01,E52_82c821a5773d0bfbe554f10a,TRANSPORT_RELAY_G01,1,8.076450462346799,11.397135806608844,8.076450462346799
