battery_id,sortie_id,takeoff_s,return_s,return_soc,energy_ready_s,charge_duration_s
BAT-C-01,M001,480.0,1494.170391878965,0.6353055079653442,3117.675124620719,1623.5047327417542
BAT-C-02,M002,570.0,1692.170391878965,0.6255321544315746,3336.8507239438864,1644.6803320649215
BAT-A-03,M003,360.0,2003.7375242139126,0.32918662148352795,3375.794916285326,1372.0573920714135
BAT-C-04,M004,2172.2,3800.0120186387085,0.26837108934177256,6218.541325064868,2418.5293064261596
BAT-A-05,M005,4068.9,5971.554022177535,0.31476007122585303,7362.365929583926,1390.8119074063911
BAT-C-03,M006,1974.2,3930.31114433708,0.2628610718370119,6360.778822023554,2430.4676776864744
BAT-C-01,M007,4280.1,6101.161066593163,0.23088787400035304,8600.904006259065,2499.7429396659018
BAT-A-03,M008,3682.4,5014.596251618126,0.5126740814551964,6148.119945726371,1133.5236941082449
BAT-B-01,M009,3490.1,4646.274861971584,0.5413734475155271,6107.894219611337,1461.619357639753
BAT-A-01,M010,4623.1,5955.296251618126,0.5285988724357911,7068.117717451598,1112.8214658334716
BAT-A-04,M011,2755.4,3708.885266596983,0.6984373007190467,4600.916775662222,892.0315090652392
BAT-B-01,M012,360.0,1207.276912821857,0.7154664089004564,2367.135137394399,1159.8582245725422
BAT-A-01,M013,360.0,1313.485266596983,0.7085441999392076,2192.3778066760133,878.8925400790301
BAT-A-01,M014,2192.4,3529.8353226736385,0.5838850844250048,4570.784712921132,1040.9493902474937
BAT-A-02,M015,360.0,1727.4353226736384,0.5620247582009279,2796.8031370124318,1069.3678143387936
BAT-A-05,M016,1673.5,3040.9353226736384,0.5939038617900676,4068.8603023465503,1027.924979672912
BAT-C-02,M017,4380.4,6130.112084592174,0.2704970459512557,8544.035151697786,2413.923067105613
BAT-B-04,M018,5036.3,6204.742247394409,0.4759473657320945,7779.766813458778,1575.0245660643693
BAT-A-06,M019,2057.5,3322.3593983215956,0.57304103759146,4377.4060494526975,1055.046651131102
BAT-A-04,M020,360.1,1654.9593983215955,0.5794613551551151,2701.6596366199456,1046.7002382983503
BAT-B-03,M021,5471.6,6210.0236501116015,0.765903998443223,7282.456719476681,1072.4330693650802
BAT-A-02,M022,3401.0,4263.026919003433,0.7520707718271419,5085.334915628149,822.3079966247155
BAT-B-03,M023,1597.3,3130.0345559700827,0.31191138952446495,4989.38814746101,1859.3535914909273
BAT-B-04,M024,2312.8,3433.2702802929443,0.5438204341741839,4890.648194391026,1457.3779140980812
BAT-B-02,M025,390.0,1869.7521946190163,0.4649242488096277,3463.8834966823283,1594.131302063312
BAT-B-02,M026,3763.3,5141.58858402045,0.4976220927244275,6679.043623298109,1537.4550392776591
BAT-A-06,M027,4377.5,5986.104336389495,0.4683705042172335,7177.222680907092,1191.1183445175966
