site_id,min_access_margin_db,backhaul_margin_db,min_twohop_margin_db,outbound_time_s,return_time_s,horizontal_time_s,flight_energy_kwh,setup_energy_kwh,service_energy_kwh,total_energy_kwh,energy_margin_kwh,return_soc,climb_out_m,climb_back_m,desc_out_m,desc_back_m,cruise_alt_m,horizontal_distance_m,max_dem_on_route_m,setup_time_s,earliest_ready_s,required_transport_shift_s,as_is_timing_feasible,atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s
E52_82c821a5773d0bfbe554f10a,5.523919136465679,11.397135806608844,5.523919136465679,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.2922466872755998,0.5839683402061968,1.9760316597938037,0.8175098936855635,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G007_E52_A000,P01_G007,P01,M009,834.8733598094886,1791.3170636205425,956.4437038110539
E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844,3.9055423871373875,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.2580212653114593,0.5497429182420563,2.010257081757944,0.8282053380493574,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G008_E52_A000,P01_G008,P01,M010,3870.674419072423,4715.107651000835,844.4332319284122
E52_82c821a5773d0bfbe554f10a,8.085908309760796,11.397135806608844,8.085908309760796,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.007621488984631874,0.2993431419152289,2.2606568580847717,0.906455268151491,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G012_E52_A000,P01_G012,P01,M014,5837.683303059287,5862.626357918082,24.94305485879522
E52_82c821a5773d0bfbe554f10a,8.226809702901718,11.397135806608844,8.226809702901718,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.12561208794859477,0.41733374087919184,2.1426662591208085,0.8695832059752526,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G013_E52_A000,P01_G013,P01,M014,5870.5938178373935,6281.687923850976,411.09410601358286
E52_82c821a5773d0bfbe554f10a,8.06951719639747,11.397135806608844,8.06951719639747,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.007621488984631874,0.2993431419152289,2.2606568580847717,0.906455268151491,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G014_E52_A000,P01_G014,P01,M014,6289.655383770287,6314.598438629082,24.94305485879522
E52_82c821a5773d0bfbe554f10a,0.6230836731091074,11.397135806608844,0.6230836731091074,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.2874234941192742,0.5791451470498712,1.9808548529501293,0.8190171415469153,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G015_E52_A000,P01_G015,P01,M017,3014.7251051508374,3955.383813177553,940.6587080267154
E52_82c821a5773d0bfbe554f10a,3.9055423871373875,11.397135806608844,3.9055423871373875,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.30553148799370583,0.5972531409243029,1.9627468590756976,0.8133583934611553,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G016_E52_A000,P01_G016,P01,M019,5187.593339776678,6187.514573210624,999.9212334339463
E52_82c821a5773d0bfbe554f10a,7.028218636624786,11.397135806608844,7.028218636624786,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.1298503620265747,0.4215720149571718,2.1384279850428287,0.8682587453258839,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G017_E52_A000,P01_G017,P01,M020,2500.56368944498,2925.5285106228607,424.9648211778808
E52_82c821a5773d0bfbe554f10a,7.028218636624786,11.397135806608844,7.028218636624786,512.9354114719376,566.0737563002253,707.0407539741487,0.2825549862639304,0.009166666666666667,0.12068369535990789,0.4124053482905049,2.1475946517094955,0.8711233286592173,637.6601379394531,0.0,0.0,637.6601379394531,765.3601379394531,5302.805654806116,465.3601379394531,30.0,722.9354114719376,0.0,1,P01_G024_E52_A000,P01_G024,P01,M025,3171.532039958184,3566.4968611360646,394.96482117788037
E52_b677873645e212a13901ede2,1.2512697614083237,9.230718628911887,1.2512697614083237,575.9444140089429,616.0268887810784,911.3939793850733,0.3339048259552679,0.009166666666666667,0.23575394078640868,0.5788254334083432,1.9811745665916574,0.8191170520598927,480.989697265625,0.0,0.0,480.989697265625,608.689697265625,6835.45484538805,390.4056396484375,30.0,785.9444140089429,0.0,1,P01_G018_E52_A000,P01_G018,P01,M021,5313.624044076422,6085.182395741032,771.5583516646102
E52_eab18c460278cfbad2c20da0,8.401276263353054,7.760329046990023,7.760329046990023,212.31476099060268,226.15454090800176,341.5908424768108,0.12388533452538679,0.009166666666666667,0.007621488984631874,0.14067349017668535,2.419326509823315,0.9560395343197858,166.07735900878907,0.0,0.0,166.07735900878907,293.77735900878906,2561.931318576081,213.8477783203125,30.0,422.3147609906027,0.0,1,P01_G019_E52_A000,P01_G019,P01,M022,7353.713579944701,7378.656634803497,24.94305485879522
E52_eab18c460278cfbad2c20da0,5.839199789598638,7.760329046990023,5.839199789598638,212.31476099060268,226.15454090800176,341.5908424768108,0.12388533452538679,0.009166666666666667,0.16713764246429175,0.3001896436563452,2.2598103563436553,0.9061907363573921,166.07735900878907,0.0,0.0,166.07735900878907,293.77735900878906,2561.931318576081,213.8477783203125,30.0,422.3147609906027,0.0,1,P01_G020_E52_A000,P01_G020,P01,M022,7386.624094722808,7933.620015515035,546.9959207922275
E52_eab18c460278cfbad2c20da0,8.449186896824372,7.760329046990023,7.760329046990023,212.31476099060268,226.15454090800176,341.5908424768108,0.12388533452538679,0.009166666666666667,0.007621488984631874,0.14067349017668535,2.419326509823315,0.9560395343197858,166.07735900878907,0.0,0.0,166.07735900878907,293.77735900878906,2561.931318576081,213.8477783203125,30.0,422.3147609906027,0.0,1,P01_G021_E52_A000,P01_G021,P01,M022,7941.587475434347,7966.530530293142,24.94305485879522
E52_beb70ec57fd2d66bf65b827f,12.983342399442293,2.43785423226241,2.43785423226241,429.6587378248194,468.09544538504076,628.6972302883107,0.2418430061920666,0.009166666666666667,0.1089655756603617,0.35997524851909496,2.2000247514809055,0.8875077348377829,461.24049072265626,0.0,0.0,461.24049072265626,588.9404907226562,4715.22922716233,538.9404907226562,30.0,639.6587378248194,0.0,1,P01_G022_E52_A000,P01_G022,P01,M023,7354.969893492841,7711.584504744934,356.6146112520928
E52_beb70ec57fd2d66bf65b827f,1.6281698264162543,2.43785423226241,1.6281698264162543,429.6587378248194,468.09544538504076,628.6972302883107,0.2418430061920666,0.009166666666666667,0.22608900101377705,0.4770986738725103,2.08290132612749,0.8509066644148405,461.24049072265626,0.0,0.0,461.24049072265626,588.9404907226562,4715.22922716233,538.9404907226562,30.0,639.6587378248194,0.0,1,P01_G023_E52_A000,P01_G023,P01,M024,7639.816884597319,8379.74452427877,739.9276396814521
E52_44ed69e1d99dc074a7941a18,4.524182138291295,8.900383690419545,4.524182138291295,188.27556058823757,199.0276355292369,299.7078152072368,0.1090911242968749,0.009166666666666667,0.14146190586646246,0.259719696830004,2.3002803031699965,0.9188375947406238,139.59420471191407,10.569305419921875,10.569305419921875,139.59420471191407,267.29420471191406,2247.808614054276,217.29420471191406,30.0,398.27556058823757,0.0,1,P01_G025_E52_A000,P01_G025,P01,M027,9402.165880707087,9865.132118088237,462.96623738114977
