node_id,time,x,y,z,mode,task_id,relay_id,phase_role
U01,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,start
U01,360.0,318686.2012849663,2545556.1393078705,127.7,climb,M001,,start
U01,360.0,318686.2012849663,2545556.1393078705,127.7,prep,M001,,end
U01,360.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M001,,instant
U01,408.45220336914065,318686.2012849663,2545556.1393078705,273.0566101074219,climb,M001,,end
U01,408.45220336914065,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M001,,start
U01,662.951261922644,319988.599872737,2548318.494265952,273.0566101074219,cruise,M001,,end
U01,662.951261922644,319988.599872737,2548318.494265952,273.0566101074219,descent,M001,,start
U01,698.5739059656128,319988.599872737,2548318.494265952,184.0,descent,M001,,end
U01,698.5739059656128,319988.599872737,2548318.494265952,184.0,handover_start,M001,,start
U01,908.5739059656128,319988.599872737,2548318.494265952,184.0,climb,M001,,start
U01,908.5739059656128,319988.599872737,2548318.494265952,184.0,handover_end,M001,,end
U01,938.2594426680868,319988.599872737,2548318.494265952,273.0566101074219,climb,M001,,end
U01,938.2594426680868,319988.599872737,2548318.494265952,273.0566101074219,cruise,M001,,start
U01,1192.7585012215902,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M001,,end
U01,1192.7585012215902,318686.2012849663,2545556.1393078705,273.0566101074219,descent,M001,,start
U01,1250.901145264559,318686.2012849663,2545556.1393078705,127.7,descent,M001,,end
U01,1250.901145264559,318686.2012849663,2545556.1393078705,127.7,return,M001,,instant
U02,0.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,start
U02,360.0,318686.2012849663,2545556.1393078705,127.7,climb,M002,,start
U02,360.0,318686.2012849663,2545556.1393078705,127.7,prep,M002,,end
U02,360.0,318686.2012849663,2545556.1393078705,127.7,takeoff,M002,,instant
U02,408.45220336914065,318686.2012849663,2545556.1393078705,273.0566101074219,climb,M002,,end
U02,408.45220336914065,318686.2012849663,2545556.1393078705,273.0566101074219,cruise,M002,,start
U02,662.951261922644,319988.599872737,2548318.494265952,273.0566101074219,cruise,M002,,end
U02,662.951261922644,319988.599872737,2548318.494265952,273.0566101074219,descent,M002,,start
U02,698.5739059656128,319988.599872737,2548318.494265952,184.0,descent,M002,,end
U02,698.5739059656128,319988.599872737,2548318.494265952,184.0,handover_start,M002,,start
U02,908.5739059656128,319988.599872737,2548318.494265952,184.0,climb,M002,,start
