sortie_id,battery_id,takeoff_s,return_s,return_soc,charge_duration_s,energy_ready_s
M001,BAT-A-05,1610.9011452645589,2501.8022905291177,0.7150389759477327,870.4493312679475,3372.251621797065
M002,BAT-A-02,2109.2112939965436,3000.1124392611027,0.7150389759477327,870.4493312679475,3870.56177052905
M003,BAT-C-02,510.0,1560.170391878965,0.6353055079653442,1623.5047327417542,3183.675124620719
M004,BAT-A-01,360.0,1250.9011452645589,0.7243768086677039,858.3101487319849,2109.2112939965436
M005,BAT-A-02,360.0,1250.9011452645589,0.7243768086677039,858.3101487319849,2109.2112939965436
M006,BAT-A-06,1610.9011452645589,3254.6386694784715,0.32918662148352795,1372.0573920714135,4626.696061549885
M007,BAT-C-01,480.0,2107.812018638708,0.26837108934177256,2418.5293064261596,4526.341325064868
M008,BAT-A-03,2861.8022905291177,4749.237989952747,0.3161733360443625,1388.9746631423288,6138.212653095075
M009,BAT-C-04,2587.812018638708,4525.246130505086,0.2638366171353441,2428.3539962067543,6953.60012671184
M010,BAT-C-01,5005.246130505086,6826.307197098249,0.23088787400035304,2499.7429396659018,9326.050136764152
M011,BAT-C-03,5246.298469331559,6643.493627527101,0.4722281495612677,1976.83900928392,8620.332636811021
M012,BAT-C-03,2040.170391878965,3121.7299178193116,0.6752529517883454,1536.9519377919182,4658.68185561123
M013,BAT-A-03,330.0,1652.55936238718,0.5851983346199666,1039.2421649940434,2691.8015273812234
M014,BAT-A-01,2109.2112939965436,3461.7706563837237,0.5634062291852384,1067.57190205919,4529.342558442913
M015,BAT-A-04,360.0,1712.55936238718,0.5951744739916864,1026.2731838108077,2738.8325461979875
M016,BAT-B-03,5336.577270817887,6878.4195779849315,0.3091418530572285,1864.1541213674705,8742.573699352402
M017,BAT-B-02,3453.2025904541274,5025.044897621172,0.2561979088099089,1955.9236247294914,6980.968522350663
M018,BAT-C-02,3511.7299178193116,4766.298469331559,0.5288392854713556,1854.181548145396,6620.480017476955
M019,BAT-B-03,1897.8256880077884,3063.2025904541274,0.5442135670880817,1456.696483713992,4519.899074168119
M020,BAT-B-01,4181.105618590402,4976.577270817887,0.7318116502132994,1131.5264729636144,6108.103743781502
M021,BAT-B-01,390.0,1921.353423971385,0.31204944738877405,1859.1142911927916,3780.4677151641763
M022,BAT-B-02,390.0,1507.8256880077884,0.5440847874461384,1456.9197017600268,2964.745389767815
M023,BAT-B-04,2311.353423971385,3791.1056185904013,0.4649242488096277,1594.131302063312,5385.236920653713
M024,BAT-B-04,5415.044897621172,6851.970208529643,0.42328007655139144,1666.314533977588,8518.28474250723
