uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,1250.9011452645589,2501.8022905291177
U04,M002,1749.2112939965436,3000.1124392611027
U07,M003,0.0,1560.170391878965
U01,M004,0.0,1250.9011452645589
U02,M005,0.0,1250.9011452645589
U02,M006,1250.9011452645589,3254.6386694784715
U08,M007,0.0,2107.812018638708
U01,M008,2501.8022905291177,4749.237989952747
U08,M009,2107.812018638708,4525.246130505086
U08,M010,4525.246130505086,6826.307197098249
U07,M011,4766.298469331559,6643.493627527101
U07,M012,1560.170391878965,3121.7299178193116
U03,M013,0.0,1652.55936238718
U03,M014,1749.2112939965436,3461.7706563837237
U04,M015,0.0,1712.55936238718
U05,M016,4976.577270817887,6878.4195779849315
U06,M017,3063.2025904541274,5025.044897621172
U07,M018,3121.7299178193116,4766.298469331559
U06,M019,1507.8256880077884,3063.2025904541274
U05,M020,3791.1056185904013,4976.577270817887
U05,M021,0.0,1921.353423971385
U06,M022,0.0,1507.8256880077884
U05,M023,1921.353423971385,3791.1056185904013
U06,M024,5025.044897621172,6851.970208529643
