sortie_id,battery_id,takeoff_s,return_s,return_soc,charge_duration_s,energy_ready_s
M001,BAT-A-04,360.0,1250.9011452645589,0.7150389759477327,870.4493312679475,2121.3504765325065
M002,BAT-A-05,1610.9011552645534,2501.8023005291125,0.7150389759477327,870.4493312679475,3372.25163179706
M003,BAT-A-04,2826.08031880641,4178.63968119359,0.5634062291852384,1067.57190205919,5246.21158325278
M004,BAT-A-02,2861.8023105291068,3752.703455793666,0.7150389759477327,870.4493312679475,4623.152787061614
M005,BAT-B-04,2259.7522046190134,3377.5778926268017,0.5440847874461384,1456.9197017600268,4834.4975943868285
M006,BAT-B-02,390.0,1869.7521946190163,0.4649242488096277,1594.131302063312,3463.8834966823283
M007,BAT-C-02,540.0,1626.170391878965,0.6442343837717246,1604.1588351612634,3230.329227040228
M008,BAT-C-01,480.0,1561.5595259403467,0.6752529517883454,1536.9519377919182,3098.511463732265
M009,BAT-A-01,2441.1461387911695,4054.883663005082,0.3619102255501119,1329.5167067848547,5384.400369789937
M010,BAT-A-06,2121.350486532495,3473.909848919675,0.5779364290203952,1048.6826422734862,4522.592491193162
M011,BAT-B-03,1945.3769124463433,3476.7303364177283,0.31204944738877405,1859.1142911927916,5335.84462761052
M012,BAT-C-04,2106.170401878946,4043.604513745323,0.22530937983331012,2511.829677027828,6555.4341907731505
M013,BAT-C-03,2071.5595359403233,3735.3715545790315,0.21490222160615335,2534.3785198533346,6269.750074432366
M014,BAT-B-01,390.0,1555.376902446339,0.5442135670880817,1456.696483713992,3012.073386160331
M015,BAT-A-01,330.0,1190.9011452645589,0.7289987530744948,852.3016210031568,2043.2027662677156
M016,BAT-A-02,330.0,1652.55936238718,0.5999396795696359,1020.0784165594735,2672.6377789466533
M017,BAT-A-05,4522.59250119314,6410.028200616769,0.34261977299456725,1354.5942951070624,7764.622495723832
M018,BAT-A-03,330.0,2111.146128791162,0.30078634766869505,1408.9777480306964,3520.123876821858
M019,BAT-B-01,3767.5779026267846,4936.020150021193,0.4759473657320945,1575.0245660643693,6511.044716085563
M020,BAT-B-02,3866.730346417724,5303.655657326195,0.42328007655139144,1666.314533977588,6969.970191303783
M021,BAT-C-01,4275.371564579022,6440.83836298162,0.20992868550027377,2545.1545147494066,8985.992877731027
M022,BAT-C-02,4523.604523745307,6344.665590338471,0.23088787400035304,2499.7429396659018,8844.408530004373
M023,BAT-B-04,5296.020160021188,6452.195021992771,0.4784713247988265,1570.6497036820342,8022.844725674806
M024,BAT-B-03,5693.65566732618,6489.127319553667,0.7318116502132994,1131.5264729636144,7620.6537925172815
