energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,D26092512_009_R001,380.2201452504487,2120.9732405731193,1.0,0.8431256594234853,2120.9732405731193,2824.9098833225885,703.9366427494691
REC-02,D26092512_009_R002,1643.2640287721636,3488.63476627863,1.0,0.8339398409706852,3488.63476627863,4204.512973016739,715.8782067381093
REC-04,D26092512_009_R004,5076.452857234996,7013.0829460090135,1.0,0.822650069351126,7013.0829460090135,7743.63785585255,730.5549098435363
REC-03,D26092512_009_R003,2600.973240573119,8653.014191459653,1.0,0.44140098644882975,8653.014191459653,9879.192909076175,1226.1787176165215
