uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2536.7090851904422
U05,M002,0.0,1985.3678928172935
U02,M003,0.0,2129.1400323053044
U06,M004,0.0,2032.4328321479334
U03,M005,0.0,2109.0828301758197
U04,M006,0.0,1990.4045344521558
U07,M007,0.0,1428.170391878965
U04,M008,1990.4045344521558,3602.5157161171646
U05,M009,1985.3678928172935,3132.6448056391505
U06,M010,2032.4328321479334,4428.923739118466
U05,M011,3132.6448056391505,5784.090984266877
U03,M012,2109.0828301758197,4371.736852353355
U06,M013,4428.923739118466,6197.212323138916
U01,M014,2536.7090851904422,4750.638399251111
U02,M015,2129.1400323053044,4595.92661760548
U04,M016,3602.5157161171646,4824.542635120598
U08,M017,0.0,1428.170391878965
U07,M018,1428.170391878965,3535.982410517673
U08,M019,1428.170391878965,2857.7299178193116
U08,M020,2857.7299178193116,5293.841062156392
U07,M021,3535.982410517673,5705.043477110836
U03,M022,4371.736852353355,6819.273810655073
U08,M023,5293.841062156392,7003.4165099925685
U07,M024,5705.043477110836,7706.75556170301
U08,M025,7003.4165099925685,9117.859878357933
U05,M026,5784.090984266877,7219.467886713216
U06,M027,6197.212323138916,7587.68260343186
U02,M028,4595.92661760548,5786.827762870039
U07,M029,7706.75556170301,9642.467646295185
U05,M030,7219.467886713216,8496.463528948441
U06,M031,7587.68260343186,9295.971187452311
