method,J_time,makespan,energy,sorties
B0,0.5121143970649981,10550.893808314211,85.63096355537168,32
B1,0.5440037237644186,9856.482731640263,75.8193064209682,29
ALNS_representative,0.47030533185263057,10597.432092474439,79.94596136064484,30
