eps,seed,J_time,makespan,energy,sorties,runtime_s,accepted_moves,j1_bound
0.0,2026092301,0.5166666865351613,9644.18519765453,74.20540164332648,27,25.53506636619568,5,0.5166666865351613
0.01,2026092301,0.5166666865351613,9644.18519765453,74.20540164332648,27,25.53506636619568,5,0.521833353400513
0.02,2026092301,0.5166666865351613,9644.18519765453,74.20540164332648,27,25.53506636619568,5,0.5270000202658646
0.05,2026092301,0.5166666865351613,9644.18519765453,74.20540164332648,27,25.53506636619568,5,0.5425000208619194
0.0,2026092302,0.4701393914553945,8739.558036711996,74.402973666787,27,15.756353855133057,4,0.5166666865351613
0.01,2026092302,0.4701393914553945,8739.558036711996,74.402973666787,27,15.756353855133057,4,0.521833353400513
0.02,2026092302,0.4701393914553945,8739.558036711996,74.402973666787,27,15.756353855133057,4,0.5270000202658646
0.05,2026092302,0.4701393914553945,8739.558036711996,74.402973666787,27,15.756353855133057,4,0.5425000208619194
0.0,2026092303,0.5425734418658072,9692.331954908637,75.5710144615112,29,36.71567249298096,4,0.5166666865351613
0.01,2026092303,0.5425734418658072,9692.331954908637,75.5710144615112,29,36.71567249298096,4,0.521833353400513
0.02,2026092303,0.5425734418658072,9692.331954908637,75.5710144615112,29,36.71567249298096,4,0.5270000202658646
0.05,2026092303,0.5425734418658072,9692.331954908637,75.5710144615112,29,36.71567249298096,4,0.5425000208619194
0.0,2026092304,0.5418892367219903,9692.331954908637,75.71475672770997,29,35.4693546295166,3,0.5166666865351613
0.01,2026092304,0.5418892367219903,9692.331954908637,75.71475672770997,29,35.4693546295166,3,0.521833353400513
0.02,2026092304,0.5418892367219903,9692.331954908637,75.71475672770997,29,35.4693546295166,3,0.5270000202658646
0.05,2026092304,0.5418892367219903,9692.331954908637,75.71475672770997,29,35.4693546295166,3,0.5425000208619194
0.0,2026092305,0.5396990130211432,9868.747323312893,76.14767735203667,29,67.58924913406372,3,0.5166666865351613
0.01,2026092305,0.5396990130211432,9868.747323312893,76.14767735203667,29,67.58924913406372,3,0.521833353400513
0.02,2026092305,0.5396990130211432,9868.747323312893,76.14767735203667,29,67.58924913406372,3,0.5270000202658646
0.05,2026092305,0.5396990130211432,9868.747323312893,76.14767735203667,29,67.58924913406372,3,0.5425000208619194
0.0,2026092306,0.5425734418658072,9692.331954908637,75.5710144615112,29,22.381170988082886,3,0.5166666865351613
0.01,2026092306,0.5425734418658072,9692.331954908637,75.5710144615112,29,22.381170988082886,3,0.521833353400513
0.02,2026092306,0.5425734418658072,9692.331954908637,75.5710144615112,29,22.381170988082886,3,0.5270000202658646
0.05,2026092306,0.5425734418658072,9692.331954908637,75.5710144615112,29,22.381170988082886,3,0.5425000208619194
0.0,2026092307,0.5440037237644186,9856.482731640263,75.8193064209682,29,13.861082077026367,1,0.5166666865351613
0.01,2026092307,0.5440037237644186,9856.482731640263,75.8193064209682,29,13.861082077026367,1,0.521833353400513
0.02,2026092307,0.5440037237644186,9856.482731640263,75.8193064209682,29,13.861082077026367,1,0.5270000202658646
0.05,2026092307,0.5440037237644186,9856.482731640263,75.8193064209682,29,13.861082077026367,1,0.5425000208619194
0.0,2026092308,0.524397098569172,9762.401518514973,75.53438295559668,29,29.425679922103882,4,0.5166666865351613
0.01,2026092308,0.524397098569172,9762.401518514973,75.53438295559668,29,29.425679922103882,4,0.521833353400513
0.02,2026092308,0.524397098569172,9762.401518514973,75.53438295559668,29,29.425679922103882,4,0.5270000202658646
0.05,2026092308,0.524397098569172,9762.401518514973,75.53438295559668,29,29.425679922103882,4,0.5425000208619194
0.0,2026092309,0.526994089654781,9678.724754166238,76.42091949563596,29,34.859869718551636,3,0.5166666865351613
0.01,2026092309,0.526994089654781,9678.724754166238,76.42091949563596,29,34.859869718551636,3,0.521833353400513
0.02,2026092309,0.526994089654781,9678.724754166238,76.42091949563596,29,34.859869718551636,3,0.5270000202658646
0.05,2026092309,0.526994089654781,9678.724754166238,76.42091949563596,29,34.859869718551636,3,0.5425000208619194
0.0,2026092310,0.5283482037876381,9702.401518514973,76.24029507764983,29,25.890071868896484,4,0.5166666865351613
0.01,2026092310,0.5283482037876381,9702.401518514973,76.24029507764983,29,25.890071868896484,4,0.521833353400513
0.02,2026092310,0.5283482037876381,9702.401518514973,76.24029507764983,29,25.890071868896484,4,0.5270000202658646
0.05,2026092310,0.5283482037876381,9702.401518514973,76.24029507764983,29,25.890071868896484,4,0.5425000208619194
