pareto_id,J_late,J_norm,makespan,energy,sorties
P01,28569.79538945284,0.5270079634662485,10250.303430472715,73.47077585529216,28
P02,27140.240272980776,0.5257111204986747,10326.937059944303,73.3497269965582,28
P03,27140.240272980776,0.5240409478982372,10326.937059944303,73.36713146611822,28
