energy_component_id,relay_sortie_id,takeoff_s,return_s,soc_at_takeoff,return_soc,charge_start_s,charge_end_s,charge_duration_s
REC-01,Q3E8_G04_009_R001,197.71163788581964,3034.7968430624833,1.0,0.7370524090483115,3034.7968430624833,3876.6287112996783,841.8318682371951
REC-02,Q3E8_G04_009_R002,327.97966974075575,2019.5820632507807,1.0,0.8510403931942763,2019.5820632507807,2713.2295520982216,693.6474888474409
REC-03,Q3E8_G04_009_R003,2499.5820632507807,4184.852936843234,1.0,0.8546310186465086,4184.852936843234,4873.832612602772,688.9796757595387
REC-06,Q3E8_G04_009_R006,6198.651776489129,7985.9174338057965,1.0,0.8406346679619681,7985.9174338057965,8693.092365455239,707.1749316494415
REC-05,Q3E8_G04_009_R005,4664.852936843234,6725.82699268667,1.0,0.8084667140956809,6725.82699268667,7474.820264362284,748.9932716756148
REC-04,Q3E8_G04_009_R004,3942.37447153876,5718.651776489129,1.0,0.8412296190295853,5718.651776489129,6425.053271750668,706.4014952615391
REC-02,Q3E8_G04_009_R007,7271.953346047988,10799.56626868439,1.0,0.6718479571863698,10799.56626868439,11726.163924342109,926.5976556577193
REC-03,Q3E8_G04_009_R009,11279.56626868439,12617.452894809396,1.0,0.8831536689663219,12617.452894809396,13269.353125153177,651.9002303437816
REC-04,Q3E8_G04_009_R010,13097.452894809396,14243.17183284256,1.0,0.9012035394432565,14243.17183284256,14865.589534350043,622.417701507484
REC-01,Q3E8_G04_009_R008,9977.342861755187,11909.120166705556,1.0,0.8263815287518075,11909.120166705556,12634.824179328207,725.7040126226502
