partition_id,k,labels,groups,total_resource_units,total_shortage_units,inventory_feasible,workload_cv,required_TUAV_A,required_TUAV_B,required_TUAV_C,required_TBAT_A,required_TBAT_B,required_TBAT_C,required_RUAV,required_REC,shortage_TUAV_A,shortage_TUAV_B,shortage_TUAV_C,shortage_TBAT_A,shortage_TBAT_B,shortage_TBAT_C,shortage_RUAV,shortage_REC,redundancy_TUAV_A,redundancy_TUAV_B,redundancy_TUAV_C,redundancy_TBAT_A,redundancy_TBAT_B,redundancy_TBAT_C,redundancy_RUAV,redundancy_REC
Q4_K2_011,2,"[0, 0, 1, 0, 1, 1]","[[""S001"", ""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S011"", ""S012"", ""S014""]]",37,10,False,0.45725652389555005,6,4,3,7,6,5,3,3,2,2,1,1,2,1,1,0,2,2,1,1,2,1,1,0
Q4_K2_012,2,"[0, 0, 1, 1, 0, 0]","[[""S001"", ""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004"", ""S006""]]",34,6,False,0.6973631547678156,5,3,3,6,5,5,3,4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
Q4_K2_013,2,"[0, 0, 1, 1, 0, 1]","[[""S001"", ""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004"", ""S006"", ""S011""]]",33,5,False,0.6553071016278961,5,3,3,6,4,5,3,4,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
Q4_K2_014,2,"[0, 0, 1, 1, 1, 0]","[[""S001"", ""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S004"", ""S006"", ""S010"", ""S012"", ""S014""]]",38,11,False,0.3636258509036737,7,4,3,7,6,5,3,3,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,0
Q4_K2_015,2,"[0, 0, 1, 1, 1, 1]","[[""S001"", ""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S006"", ""S010"", ""S011"", ""S012"", ""S014""]]",38,11,False,0.3215697977637543,7,4,3,7,6,5,3,3,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,0
Q4_K2_016,2,"[0, 1, 0, 0, 0, 0]","[[""S001"", ""S004"", ""S006"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""]]",38,11,False,0.20881125638751002,7,4,3,7,6,5,3,3,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,0
Q4_K2_017,2,"[0, 1, 0, 0, 0, 1]","[[""S001"", ""S004"", ""S006"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""]]",38,11,False,0.25086730952742936,7,4,3,7,6,5,3,3,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,0
Q4_K2_018,2,"[0, 1, 0, 0, 1, 0]","[[""S001"", ""S004"", ""S006"", ""S011""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""]]",33,5,False,0.5425485602516518,5,3,3,6,4,5,3,4,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
Q4_K2_019,2,"[0, 1, 0, 0, 1, 1]","[[""S001"", ""S004"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",34,6,False,0.5846046133915714,5,3,3,6,5,5,3,4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
Q4_K2_020,2,"[0, 1, 0, 1, 0, 0]","[[""S001"", ""S004"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""]]",37,10,False,0.34449798251930586,6,4,3,7,6,5,3,3,2,2,1,1,2,1,1,0,2,2,1,1,2,1,1,0
Q4_K2_021,2,"[0, 1, 0, 1, 0, 1]","[[""S001"", ""S004"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""]]",36,9,False,0.3865540356592253,6,4,3,7,5,5,3,3,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,0
Q4_K2_022,2,"[0, 1, 0, 1, 1, 0]","[[""S001"", ""S004"", ""S011""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""]]",33,5,False,0.6782352863834477,4,3,3,6,5,5,3,4,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
Q4_K2_023,2,"[0, 1, 0, 1, 1, 1]","[[""S001"", ""S004""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",31,3,False,0.7202913395233672,4,2,3,6,4,5,3,4,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
Q4_K2_024,2,"[0, 1, 1, 0, 0, 0]","[[""S001"", ""S006"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""]]",39,11,False,0.3757613754878985,7,4,3,7,6,5,3,4,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,1
Q4_K2_025,2,"[0, 1, 1, 0, 0, 1]","[[""S001"", ""S006"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""]]",39,11,False,0.417817428627818,7,4,3,7,6,5,3,4,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,1
Q4_K2_026,2,"[0, 1, 1, 0, 1, 0]","[[""S001"", ""S006"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""]]",31,4,False,0.7094986793520404,5,3,3,6,4,5,2,3,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
Q4_K2_027,2,"[0, 1, 1, 0, 1, 1]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",32,5,False,0.7515547324919599,5,3,3,6,5,5,2,3,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
Q4_K2_028,2,"[0, 1, 1, 1, 0, 0]","[[""S001"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""]]",38,10,False,0.5114481016196943,6,4,3,7,6,5,3,4,2,2,1,1,2,1,1,0,2,2,1,1,2,1,1,1
Q4_K2_029,2,"[0, 1, 1, 1, 0, 1]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""]]",37,9,False,0.5535041547596139,6,4,3,7,5,5,3,4,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,1
Q4_K2_030,2,"[0, 1, 1, 1, 1, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""]]",31,4,False,0.8451854054838362,4,3,3,6,5,5,2,3,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
Q4_K2_031,2,"[0, 1, 1, 1, 1, 1]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""]]",29,2,False,0.8872414586237558,4,2,3,6,4,5,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
