partition_id,k,labels,groups,total_resource_units,total_shortage_units,inventory_feasible,workload_cv,required_TUAV_A,required_TUAV_B,required_TUAV_C,required_TBAT_A,required_TBAT_B,required_TBAT_C,required_RUAV,required_REC,shortage_TUAV_A,shortage_TUAV_B,shortage_TUAV_C,shortage_TBAT_A,shortage_TBAT_B,shortage_TBAT_C,shortage_RUAV,shortage_REC,redundancy_TUAV_A,redundancy_TUAV_B,redundancy_TUAV_C,redundancy_TBAT_A,redundancy_TBAT_B,redundancy_TBAT_C,redundancy_RUAV,redundancy_REC
Q4_K3_045,3,"[0, 1, 1, 0, 0, 2]","[[""S001"", ""S006"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S011""]]",41,13,False,0.8216255018100954,7,5,3,7,7,5,3,4,3,3,1,1,3,1,1,0,3,3,1,1,3,1,1,1
Q4_K3_046,3,"[0, 1, 1, 0, 1, 2]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S011""]]",33,6,False,1.113287753882353,5,4,3,6,5,5,2,3,1,2,1,0,1,1,0,0,1,2,1,0,1,1,0,0
Q4_K3_047,3,"[0, 1, 1, 0, 2, 0]","[[""S001"", ""S006"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S010"", ""S012"", ""S014""]]",40,12,False,0.7525743987671932,7,5,3,7,6,5,3,4,3,3,1,1,2,1,1,0,3,3,1,1,2,1,1,1
Q4_K3_048,3,"[0, 1, 1, 0, 2, 1]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S010"", ""S012"", ""S014""]]",40,12,False,0.7984259044481425,7,5,3,7,6,5,3,4,3,3,1,1,2,1,1,0,3,3,1,1,2,1,1,1
Q4_K3_049,3,"[0, 1, 1, 0, 2, 2]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S010"", ""S011"", ""S012"", ""S014""]]",41,13,False,0.7561407245347315,7,5,3,7,7,5,3,4,3,3,1,1,3,1,1,0,3,3,1,1,3,1,1,1
Q4_K3_050,3,"[0, 1, 1, 1, 0, 2]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S011""]]",39,11,False,0.9296246347232356,6,5,3,7,6,5,3,4,2,3,1,1,2,1,1,0,2,3,1,1,2,1,1,1
Q4_K3_051,3,"[0, 1, 1, 1, 1, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S011""]]",31,4,False,1.2507574847476095,4,3,3,6,5,5,2,3,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
Q4_K3_052,3,"[0, 1, 1, 1, 2, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S010"", ""S012"", ""S014""]]",39,11,False,0.9027001899393933,6,5,3,7,6,5,3,4,2,3,1,1,2,1,1,0,2,3,1,1,2,1,1,1
Q4_K3_053,3,"[0, 1, 1, 1, 2, 1]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S010"", ""S012"", ""S014""]]",37,9,False,0.9503171452859254,6,4,3,7,5,5,3,4,2,2,1,1,1,1,1,0,2,2,1,1,1,1,1,1
Q4_K3_054,3,"[0, 1, 1, 1, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S010"", ""S011"", ""S012"", ""S014""]]",38,10,False,0.9103888591055986,6,4,3,7,6,5,3,4,2,2,1,1,2,1,1,0,2,2,1,1,2,1,1,1
Q4_K3_055,3,"[0, 1, 1, 2, 0, 0]","[[""S001"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006""]]",41,13,False,0.7825342839184684,7,5,3,7,7,5,3,4,3,3,1,1,3,1,1,0,3,3,1,1,3,1,1,1
Q4_K3_056,3,"[0, 1, 1, 2, 0, 1]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S006""]]",40,12,False,0.8191347668665805,7,5,3,7,6,5,3,4,3,3,1,1,2,1,1,0,3,3,1,1,2,1,1,1
Q4_K3_057,3,"[0, 1, 1, 2, 0, 2]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S011""]]",40,12,False,0.7699044085231533,7,5,3,7,6,5,3,4,3,3,1,1,2,1,1,0,3,3,1,1,2,1,1,1
Q4_K3_058,3,"[0, 1, 1, 2, 1, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006""]]",33,6,False,1.1061524016935707,5,4,3,6,5,5,2,3,1,2,1,0,1,1,0,0,1,2,1,0,1,1,0,0
Q4_K3_059,3,"[0, 1, 1, 2, 1, 1]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006""]]",32,5,False,1.150783219339109,5,3,3,6,5,5,2,3,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
Q4_K3_060,3,"[0, 1, 1, 2, 1, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S006"", ""S011""]]",31,4,False,1.1068060079377853,5,3,3,6,4,5,2,3,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0
Q4_K3_061,3,"[0, 1, 1, 2, 2, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S010"", ""S012"", ""S014""]]",41,13,False,0.7763918988969998,7,5,3,7,7,5,3,4,3,3,1,1,3,1,1,0,3,3,1,1,3,1,1,1
Q4_K3_062,3,"[0, 1, 1, 2, 2, 1]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S006"", ""S010"", ""S012"", ""S014""]]",39,11,False,0.8261112226170227,7,4,3,7,6,5,3,4,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,1
Q4_K3_063,3,"[0, 1, 1, 2, 2, 2]","[[""S001""], [""S002"", ""S003"", ""S004"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S006"", ""S010"", ""S011"", ""S012"", ""S014""]]",39,11,False,0.7907491984104297,7,4,3,7,6,5,3,4,3,2,1,1,2,1,1,0,3,2,1,1,2,1,1,1
Q4_K3_064,3,"[0, 1, 2, 0, 0, 0]","[[""S001"", ""S006"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004""]]",42,14,False,0.6395921685942991,7,4,4,7,6,6,4,4,3,2,2,1,2,2,2,0,3,2,2,1,2,2,2,1
Q4_K3_065,3,"[0, 1, 2, 0, 0, 1]","[[""S001"", ""S006"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S004""]]",42,14,False,0.6697823796138281,7,4,4,7,6,6,4,4,3,2,2,1,2,2,2,0,3,2,2,1,2,2,2,1
Q4_K3_066,3,"[0, 1, 2, 0, 0, 2]","[[""S001"", ""S006"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S011""]]",44,16,False,0.6187758762346154,7,5,4,7,7,6,4,4,3,3,2,1,3,2,2,0,3,3,2,1,3,2,2,1
Q4_K3_067,3,"[0, 1, 2, 0, 1, 0]","[[""S001"", ""S006"", ""S011""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004""]]",35,7,False,0.9320888183135848,5,3,4,6,4,6,3,4,1,1,2,0,0,2,1,0,1,1,2,0,0,2,1,1
Q4_K3_068,3,"[0, 1, 2, 0, 1, 1]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S011"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004""]]",36,8,False,0.9748983949609671,5,3,4,6,5,6,3,4,1,1,2,0,1,2,1,0,1,1,2,0,1,2,1,1
Q4_K3_069,3,"[0, 1, 2, 0, 1, 2]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004"", ""S011""]]",37,9,False,0.9293269170679918,5,4,4,6,5,6,3,4,1,2,2,0,1,2,1,0,1,2,2,0,1,2,1,1
Q4_K3_070,3,"[0, 1, 2, 0, 2, 0]","[[""S001"", ""S006"", ""S011""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S012"", ""S014""]]",41,14,False,0.5892602776249781,7,5,4,7,6,6,3,3,3,3,2,1,2,2,1,0,3,3,2,1,2,2,1,0
Q4_K3_071,3,"[0, 1, 2, 0, 2, 1]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S004"", ""S010"", ""S012"", ""S014""]]",41,14,False,0.638601189616646,7,5,4,7,6,6,3,3,3,3,2,1,2,2,1,0,3,3,2,1,2,2,1,0
Q4_K3_072,3,"[0, 1, 2, 0, 2, 2]","[[""S001"", ""S006""], [""S002"", ""S003"", ""S005"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S010"", ""S011"", ""S012"", ""S014""]]",42,15,False,0.6026111009827775,7,5,4,7,7,6,3,3,3,3,2,1,3,2,1,0,3,3,2,1,3,2,1,0
Q4_K3_073,3,"[0, 1, 2, 1, 0, 0]","[[""S001"", ""S010"", ""S011"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004""]]",41,13,False,0.7454344998105725,6,4,4,7,6,6,4,4,2,2,2,1,2,2,2,0,2,2,2,1,2,2,2,1
Q4_K3_074,3,"[0, 1, 2, 1, 0, 1]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S011"", ""S013"", ""S015""], [""S004""]]",40,12,False,0.7825102120199989,6,4,4,7,5,6,4,4,2,2,2,1,1,2,2,0,2,2,2,1,1,2,2,1
Q4_K3_075,3,"[0, 1, 2, 1, 0, 2]","[[""S001"", ""S010"", ""S012"", ""S014""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S013"", ""S015""], [""S004"", ""S011""]]",42,14,False,0.7335105375094939,6,5,4,7,6,6,4,4,2,3,2,1,2,2,2,0,2,3,2,1,2,2,2,1
Q4_K3_076,3,"[0, 1, 2, 1, 1, 0]","[[""S001"", ""S011""], [""S002"", ""S003"", ""S005"", ""S006"", ""S007"", ""S008"", ""S009"", ""S010"", ""S012"", ""S013"", ""S014"", ""S015""], [""S004""]]",35,7,False,1.072956281986376,4,3,4,6,5,6,3,4,0,1,2,0,1,2,1,0,0,1,2,0,1,2,1,1
