sortie_id,shift_s
M001,0.0
M002,0.0
M003,-1313.4
M004,0.0
M005,0.09999999999990905
M006,2199.8
M007,0.0
M008,-349.5
M009,0.0
M010,-508.60000000000036
M011,0.1
M012,0.0
M013,0.0
M014,0.09999999999990905
M015,2027.0
M016,-2436.2
M017,0.0
M018,-1510.5
M019,1384.4999999999995
M020,1869.9
M021,1555.4
M022,-1922.7
M023,743.5
M024,0.09999999999990905
M025,0.09999999999990905
