sortie_id,shift_s
M001,1692.1703928789648
M002,-2107.8120286387084
M003,66.21875
M004,-0.0
M005,1553.755650336312
M006,613.6416177597433
M007,441.2032829467753
M008,1270.2430942596566
M009,3074.343594857359
M010,883.6922463113569
M011,269.13372102162475
M012,-0.0
M013,-0.0
M014,373.3092029626955
M015,-0.0
M016,-0.0
M017,1783.653903131626
M018,-0.27352550863270153
M019,827.598301498897
M020,1181.5483575755525
M021,6513.379013365572
M022,1107.011305576055
M023,72.34375
M024,847.0969457308806
M025,1398.0619110145017
