uav_id,sortie_id,busy_start_s,busy_end_s
U08,M001,2107.812019638708,3601.982411517673
U07,M002,0.0,1692.170391878965
U04,M003,66.21874672727473,2069.9562709411875
U08,M004,0.0,2107.812018638708
U01,M005,4522.1003352548905,6784.754357432426
U07,M006,1692.170392878965,4128.281537216046
U08,M007,4071.9029912519,6372.9640578450635
U02,M008,4592.5378352548905,6284.734086873016
U06,M009,6204.3550836493,7720.529945620883
U03,M010,4592.5378352548905,6284.734086873016
U01,M011,1727.4353236736383,3040.9205902706212
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U02,M014,1820.0453928789652,3487.4807155526037
U02,M015,0.0,1727.4353226736384
U03,M016,0.0,1727.4353226736384
U07,M017,5583.6363336493,7783.348418241474
U06,M018,4645.9128352548905,6204.355082649299
U04,M019,2425.3603033465506,4020.219701668146
U03,M020,2365.3603033465506,4020.219701668146
U05,M021,4125.571674016928,5313.995324128529
U06,M022,2314.288228397912,4237.022784367995
U06,M023,72.34375,1582.8140302929446
U05,M024,2255.8194783979116,4125.571673016928
U05,M025,5958.5738336493,7786.8624176697485
