uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,1494.170391878965
U08,M002,2107.8120286387084,3799.9824205176733
U04,M003,0.0,2003.7375242139126
U08,M004,0.0,2107.812018638708
U01,M005,2968.3446849185784,5230.998707096114
U07,M006,1494.1704018789649,3930.281546216045
U07,M007,4046.341335064868,6347.4024016580315
U02,M008,3322.294740995234,5014.49099261336
U05,M009,3130.01148879194,4646.1863507635235
U04,M010,3708.8455889435336,5401.041840561659
U04,M011,2395.3603123465505,3708.8455789435334
U05,M012,0.0,1207.276912821857
U01,M013,0.0,1313.485266596983
U03,M014,1862.377816676013,3529.8131393496515
U03,M015,0.0,1727.4353226736384
U02,M016,0.0,1727.4353226736384
U08,M017,3799.9824305176735,5999.694515109848
U05,M018,4646.186360763523,6204.628608157932
U02,M019,1727.4353326736384,3322.294730995234
U01,M020,1313.4852765969829,2968.3446749185787
U06,M021,3380.222494911961,4568.646145023562
U05,M022,1207.276922821857,3130.01147879194
U06,M023,0.0,1510.4702802929446
U06,M024,1510.4702902929446,3380.222484911961
U06,M025,4584.353796975273,6412.642380995723
