relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,A11_P13A_002_R003,2420.973240573117,4339.765999047493,4639.765999047493,300.0
R01,A11_P13A_002_R005,5098.574772493224,7658.896440265387,7958.896440265387,300.0
R02,A11_P13A_002_R002,1607.527898204563,3550.7362717970173,3850.7362717970173,300.0
R02,A11_P13A_002_R004,3850.7362717970136,6393.341974691744,6693.341974691744,300.0
R01,A11_P13A_002_R001,200.2201452504487,2120.9732405731193,2420.9732405731193,300.0
