uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2536.018519191093
U02,M002,0.0,2121.702052162075
U07,M003,0.0,1560.170391878965
U05,M004,0.0,1869.7521946190163
U06,M005,0.0,1816.6939339219116
U08,M006,0.0,1494.170391878965
U08,M007,1494.170391878965,2989.7299178193116
U03,M008,0.0,1609.4665893798526
U06,M009,1816.6939339219116,3312.0708363682506
U04,M010,0.0,1250.9011452645589
U07,M011,1560.170391878965,3759.8824764711394
U05,M012,1869.7521946190163,3851.400205792258
U06,M013,3312.0708363682506,5317.395611890227
U05,M014,3851.400205792258,5678.325516700729
U04,M015,1250.9011452645589,2943.0973968826847
U03,M016,1609.4665893798526,3298.080464093241
U02,M017,2121.702052162075,3340.7769732813936
U08,M018,2989.7299178193116,5031.541936458019
U07,M019,3759.8824764711394,6177.316588337516
U08,M020,5031.541936458019,6788.860523942633
U07,M021,6177.316588337516,8280.377654930679
U08,M022,6788.860523942633,8739.558036711996
U06,M023,5317.395611890227,7118.749035861612
U05,M024,5678.325516700729,7066.151204708518
U05,M025,7066.151204708518,8504.593452102927
U06,M026,7118.749035861612,8184.220688089099
