from_id,to_id,G0_sample_m,G1_lonlat_cells_m,G2_utm_cells_m,sampling_change_m,path_definition_change_m
S014,S005,551.9796752929688,552.8875122070312,552.8875122070312,0.9078369140625,0.0
S014,S006,556.662109375,556.662109375,556.662109375,0.0,0.0
S014,S007,530.8557739257812,530.8557739257812,530.8557739257812,0.0,0.0
S014,S008,542.4922485351562,542.4922485351562,542.4922485351562,0.0,0.0
S014,S009,495.81243896484375,502.7727966308594,502.7727966308594,6.960357666015625,0.0
S014,S010,487.5635681152344,487.5635681152344,487.5635681152344,0.0,0.0
S014,S011,564.1454467773438,568.5668334960938,568.5668334960938,4.42138671875,0.0
S014,S012,481.1858215332031,481.1858215332031,481.1858215332031,0.0,0.0
S014,S013,480.4970703125,483.2603149414063,483.26031494140625,2.763244628906307,-5.684341886080802e-14
S014,S015,578.795166015625,578.795166015625,578.795166015625,0.0,0.0
S015,O01,520.8697509765625,521.7992553710938,521.7992553710938,0.92950439453125,0.0
S015,S001,547.315185546875,547.315185546875,547.315185546875,0.0,0.0
S015,S002,593.7526245117188,593.7526245117188,593.7526245117188,0.0,0.0
S015,S003,437.5785217285156,437.89886474609375,437.89886474609375,0.320343017578125,0.0
S015,S004,638.5672607421875,641.2510375976562,641.2510375976562,2.68377685546875,0.0
S015,S005,568.6133422851562,568.6133422851562,568.6133422851562,0.0,0.0
S015,S006,601.2601318359375,601.2601318359375,601.2601318359375,0.0,0.0
S015,S007,452.918212890625,452.918212890625,452.918212890625,0.0,0.0
S015,S008,659.7728271484375,660.450927734375,660.450927734375,0.6781005859375,0.0
S015,S009,532.3267822265625,532.3267822265625,532.3267822265625,0.0,0.0
S015,S010,564.2330322265625,568.3262329101562,568.3262329101562,4.09320068359375,0.0
S015,S011,538.2222290039062,538.7306518554688,538.7306518554688,0.5084228515625,0.0
S015,S012,534.7462158203125,534.7462158203125,534.7462158203125,0.0,0.0
S015,S013,529.7706298828125,529.7706298828125,529.7706298828125,0.0,0.0
S015,S014,578.795166015625,578.795166015625,578.795166015625,0.0,0.0
