relay_id,relay_sortie_id,busy_start_s,return_s,busy_end_s,turnaround_s
R01,D26092511_003_R001,200.2201452504487,2120.9732405731193,2420.9732405731193,300.0
R02,D26092511_003_R002,1313.9619249970376,3402.5344756779855,3702.5344756779855,300.0
R01,D26092511_003_R003,2499.122419390127,4417.915177864503,4717.915177864503,300.0
R01,D26092511_003_R005,4717.915177864503,8719.337929657117,9019.337929657117,300.0
R02,D26092511_003_R006,5128.0662775765895,7244.696366350607,7544.696366350607,300.0
R02,D26092511_003_R004,3702.534475677985,4828.0662775765895,5128.0662775765895,300.0
