solution_id,Gamma_C_db,J_late,J_norm,joint_makespan_s,transport_energy_kwh,relay_energy_kwh,total_energy_kwh,transport_sorties,relay_sorties,total_transport_shift_s,total_absolute_transport_shift_s,max_transport_shift_s,minimum_M_E_kwh
Q3E8_G02_001,2,317358.4048172224,0.6373770416680177,11843.72690250413,73.47077585529216,5.339000021503212,78.80977587679537,28,9,31236.074334092256,48033.446483145955,7750.159911931038,1.5513378043928725
Q3E8_G02_002,2,317374.82683239965,0.6373795268879459,11852.967596626399,73.47077585529216,5.3359479279866795,78.80672378327884,28,9,31240.179837886564,48037.55198694026,7752.212663828192,1.5513378043928725
Q3E8_G02_003,2,317755.43282652163,0.6376380100020694,11843.72690250413,73.47077585529216,5.338480777878777,78.80925663317093,28,9,31304.790720317123,48071.622253270885,7750.159911931038,1.5514438481987751
Q3E8_G02_004,2,317929.19688553887,0.6394386579096168,11819.943899657608,73.47077585529216,5.323363154055683,78.79413900934784,28,9,31442.11122129447,47874.97560163679,7726.376909084516,1.544401095229304
Q3E8_G02_005,2,318142.9811982385,0.6396068933757454,11827.579053682593,73.47077585529216,5.322949954237151,78.7937258095293,28,9,31495.55729946937,47913.15137176171,7734.0120631095015,1.5467340589591605
