id,line,J_late,J_norm,joint_makespan_s,total_energy_kwh,transport_sorties,relay_sorties,combined_archive_nondominated,line_archive_nondominated
A03,OWN_GENERATED,0.0,0.5552755835113111,8844.595055034788,60.047644724851246,19,0,True,True
A11,OWN_GENERATED,0.0,0.4921360646731479,6412.642380995723,67.3896197830287,25,0,True,True
A12,OWN_GENERATED,0.0,0.5077804134727029,6953.4894208244805,66.19169301226313,24,0,True,True
AS01,OWN_GENERATED,286441.0513689361,0.6612997284866037,9946.244081205423,58.67484805595851,18,0,True,True
B01,EXTERNAL_CONTROL,0.0,0.48370988842432916,6494.823722548444,66.23934988064018,24,0,True,True
B02,EXTERNAL_CONTROL,0.0,0.5719587494464416,9214.61365231755,60.949125377381236,21,0,False,True
LNS,OWN_GENERATED,52468.817221073274,0.5140183937384113,10372.82377657593,90.82155968351297,35,0,False,False
