uav_id,sortie_id,busy_start_s,busy_end_s
U01,M001,0.0,2109.0828301758197
U02,M002,0.0,2003.7375242139126
U07,M003,0.0,1969.2846571841203
U03,M004,0.0,1727.4353226736384
U05,M005,0.0,1555.376902446339
U06,M006,0.0,1450.4702802929446
U06,M007,1450.4702802929446,2659.571802136102
U05,M008,1555.376902446339,2762.653815268196
U04,M009,0.0,2262.6540221775354
U06,M010,2659.571802136102,4581.219813309343
U05,M011,2762.653815268196,4664.49612243524
U06,M012,4581.219813309343,6349.508397329793
U03,M013,1727.4353226736384,3419.631574291764
U02,M014,2003.7375242139126,3692.3513989273006
U01,M015,2109.0828301758197,3639.8853668388156
U08,M016,0.0,1428.170391878965
U08,M017,1428.170391878965,3535.982410517673
U07,M018,1969.2846571841203,3398.844183124467
U07,M019,3398.844183124467,5682.212932468454
U08,M020,3535.982410517673,5972.093554854753
U07,M021,5682.212932468454,7851.273999061617
U08,M022,5972.093554854753,7268.263946733718
U04,M023,2262.6540221775354,4208.174333854812
U03,M024,3419.631574291764,5087.0668969654025
U08,M025,7268.263946733718,9374.521298583873
U07,M026,7851.273999061617,9796.112371056293
U05,M027,4664.49612243524,6467.2306784053235
U06,M028,6349.508397329793,7739.978677622737
U01,M029,3639.8853668388156,5570.289901290971
U02,M030,3692.3513989273006,5333.586578814369
U05,M031,6467.2306784053235,7905.672925799732
U06,M032,7739.978677622737,8808.402327734339
U08,M033,9374.521298583873,11209.04296772802
