battery_id,sortie_id,takeoff_s,return_s,return_soc,energy_ready_s,charge_duration_s
BAT-C-01,M001,480.0,1494.170391878965,0.6353055079653442,3117.675124620719,1623.5047327417542
BAT-C-02,M002,570.0,1692.170391878965,0.6255321544315746,3336.8507239438864,1644.6803320649215
BAT-A-06,M003,1673.6,3317.3375242139127,0.32918662148352795,4689.394916285326,1372.0573920714135
BAT-C-04,M004,2172.2,3800.0120186387085,0.26837108934177256,6218.541325064868,2418.5293064261596
BAT-A-05,M005,4076.7,5979.354022177535,0.31476007122585303,7370.165929583925,1390.8119074063911
BAT-C-01,M006,4144.0,6064.11114433708,0.27937666171773357,8458.795043948658,2394.683899611577
BAT-C-02,M007,4280.1,6101.161066593163,0.23088787400035304,8600.904006259065,2499.7429396659018
BAT-A-01,M008,4744.6,6076.796251618126,0.5126740814551964,7210.319945726371,1133.5236941082449
BAT-B-03,M009,4636.3,5792.474861971584,0.5413734475155271,7254.0942196113365,1461.619357639753
BAT-A-06,M010,4689.4,6021.596251618125,0.5285988724357911,7134.417717451597,1112.8214658334716
BAT-A-03,M011,360.0,1313.485266596983,0.6984373007190467,2205.5167756622222,892.0315090652392
BAT-B-03,M012,1870.5,2717.776912821857,0.7154664089004564,3877.635137394399,1159.8582245725422
BAT-A-05,M013,1522.1,2475.585266596983,0.7085441999392076,3354.4778066760127,878.8925400790301
BAT-A-02,M014,2805.6,4143.035322673639,0.5838850844250048,5183.984712921132,1040.9493902474937
BAT-A-03,M015,2349.2,3716.6353226736383,0.5620247582009279,4786.003137012432,1069.3678143387936
BAT-A-01,M016,2349.2,3716.6353226736383,0.5939038617900676,4744.56030234655,1027.924979672912
BAT-C-03,M017,1944.1999999999998,3693.9120845921743,0.2704970459512557,6107.835151697787,2413.923067105613
BAT-B-01,M018,3107.8,4276.242247394409,0.4759473657320945,5851.266813458778,1575.0245660643693
BAT-A-02,M019,330.0999999999999,1594.9593983215955,0.57304103759146,2650.0060494526974,1055.046651131102
BAT-A-04,M020,360.20000000000005,1655.0593983215954,0.5794613551551151,2701.759636619946,1046.7002382983503
BAT-A-01,M021,330.0,1162.0269190034332,0.7483355382623942,1989.1907192623207,827.1638002588876
BAT-B-04,M022,2259.8,3792.5345559700827,0.31191138952446495,5651.88814746101,1859.3535914909273
BAT-B-01,M023,390.0,1510.4702802929444,0.5438204341741839,2967.8481943910256,1457.3779140980812
BAT-B-02,M024,390.0000000000002,1869.7521946190166,0.4649242488096277,3463.8834966823288,1594.131302063312
BAT-A-04,M025,3707.4,5920.758645968172,0.2962342513823438,7335.654119171125,1414.895473202953
BAT-B-02,M026,4182.700000000001,5861.789038811861,0.39351419038770863,7579.697775473167,1717.9087366613053
