atomic_task_id,parent_gap_id,pareto_id,transport_sortie_id,service_start_s,service_end_s,service_duration_s,Gamma_C_db,construction_guard_s
F01_M003_G00,F01_M003_G00,F01,M003,747.8125,1603.84375,856.03125,0.0,2.0
F01_M004_G00,F01_M004_G00,F01,M004,3205.4625,4138.05625,932.5937499999995,0.0,2.0
F01_M005_G00,F01_M005_G00,F01,M005,4960.3375,6005.18125,1044.84375,0.0,2.0
F01_M006_G00,F01_M006_G00,F01,M006,5076.38125,5920.85,844.46875,0.0,2.0
F01_M007_G00,F01_M007_G00,F01,M007,730.125,760.78125,30.65625,0.0,2.0
F01_M007_G01,F01_M007_G01,F01,M007,771.1875,1177.78125,406.59375,0.0,2.0
F01_M007_G02,F01_M007_G02,F01,M007,1188.15625,1218.84375,30.6875,0.0,2.0
F01_M008_G00,F01_M008_G00,F01,M008,760.125,790.78125,30.65625,0.0,2.0
F01_M008_G01,F01_M008_G01,F01,M008,801.1875,1237.78125,436.59375,0.0,2.0
F01_M008_G02,F01_M008_G02,F01,M008,1248.15625,1278.84375,30.6875,0.0,2.0
F01_M011_G00,F01_M011_G00,F01,M011,4309.11875,5223.49375,914.375,0.0,2.0
F01_M012_G00,F01_M012_G00,F01,M012,728.125,1517.375,789.25,0.0,2.0
F01_M013_G00,F01_M013_G00,F01,M013,2763.2375,3148.675,385.4375,0.0,2.0
F01_M015_G00,F01_M015_G00,F01,M015,1953.64375,2754.64375,801.0000000000002,0.0,2.0
F01_M016_G00,F01_M016_G00,F01,M016,2643.5875,3042.5875,399.0,0.0,2.0
F01_M017_G00,F01_M017_G00,F01,M017,5382.65,5974.8375,592.1875,0.0,2.0
F01_M018_G00,F01_M018_G00,F01,M018,2493.98125,3769.3875,1275.40625,0.0,2.0
F01_M019_G00,F01_M019_G00,F01,M019,4428.91875,5209.3875,780.46875,0.0,2.0
F01_M019_G01,F01_M019_G01,F01,M019,5246.075,5637.45,391.375,0.0,2.0
F01_M019_G02,F01_M019_G02,F01,M019,5647.825,5678.5125,30.6875,0.0,2.0
F01_M020_G00,F01_M020_G00,F01,M020,4089.15,4978.11875,888.9687499999995,0.0,2.0
F01_M020_G01,F01_M020_G01,F01,M020,4985.61875,5010.9625,25.34375,0.0,2.0
F01_M021_G00,F01_M021_G00,F01,M021,2944.79375,2995.8875,51.09375,0.0,2.0
F01_M021_G01,F01_M021_G01,F01,M021,3011.575,3585.66875,574.09375,0.0,2.0
F01_M022_G00,F01_M022_G00,F01,M022,2502.54375,3497.54375,995.0,0.0,2.0
F01_M023_G00,F01_M023_G00,F01,M023,2093.84375,3058.84375,965.0,0.0,2.0
