sortie_id,shift_s
M001,-1190.901155264568
M002,-750.4231341617509
M003,385.39474424648336
M004,-1078.2311411958576
M005,-0.0
M006,573.9320007191168
M007,-0.0
M008,-0.0
M009,-0.0
M010,-0.0
M011,-0.0
M012,252.839242512081
M013,483.62400507172106
M014,212.79272504196388
M015,1791.3504775325064
M016,-0.0
M017,997.1916445485485
M018,966.3959703859628
M019,1499.1053506580583
M020,-56.997551254474274
M021,786.2285226944978
M022,196.4606865479518
M023,1499.1053416580642
M024,212.79271604198868
