uav_id,sortie_id,busy_start_s,busy_end_s
U07,M001,0.0,2557.4339493318043
U01,M002,0.0,2109.0828301758197
U05,M003,0.0,1756.6939339219116
U02,M004,0.0,1727.4353226736384
U03,M005,0.0,1654.8593983215956
U04,M006,0.0,1612.1111816650089
U06,M007,0.0,1209.1015218431576
U06,M008,1209.1015218431576,2416.3784346650145
U04,M009,1612.1111816650089,3874.765203842544
U05,M010,1756.6939339219116,3678.3419450951533
U06,M011,2416.3784346650145,4318.220741832059
U05,M012,3678.3419450951533,5446.630529115603
U03,M013,1654.8593983215956,3294.946694779782
U01,M014,2109.0828301758197,4009.9265368435917
U02,M015,1727.4353226736384,4048.1960999399807
U03,M016,3294.946694779782,5824.438546293013
U08,M017,0.0,2125.028559010742
U08,M018,2125.028559010742,4232.84057764945
U07,M019,2557.4339493318043,4773.008109168561
U08,M020,4232.84057764945,6602.95172198653
U07,M021,4773.008109168561,6135.178501047525
U07,M022,6135.178501047525,8339.752239934624
U04,M023,3874.765203842544,5065.666349107103
U08,M024,6602.95172198653,8670.663806578705
U07,M025,8339.752239934624,10084.947398130165
U06,M026,4318.220741832059,5753.597644278398
U05,M027,5446.630529115603,7249.365085085687
U06,M028,5753.597644278398,7201.35305295145
U01,M029,4009.9265368435917,5940.331071295747
U02,M030,4048.1960999399807,6046.2332692740465
U04,M031,5065.666349107103,6256.567494371662
U06,M032,7201.35305295145,8639.795300345859
U05,M033,7249.365085085687,8317.788735197288
U08,M034,8670.663806578705,10505.185475722852
