sortie_id,shift_s
M001,-0.0
M002,-0.0
M003,-0.0
M004,223.37825640074652
M005,-0.0
M006,14.634669112894926
M007,830.0738622933491
M008,25.029780220154407
M009,2922.3407857579296
M010,955.7397687608751
M011,-100.63612424737164
M012,64.81123096346437
M013,5245.605118084892
M014,955.7397697608751
M015,-1654.8593983215956
M016,-1495.5595259403467
M017,430.9792582882539
M018,-1495.5595249403466
M019,430.9792592882539
M020,945.1406739941115
M021,2704.5193162328915
M022,2774.329781800904
M023,1421.1008090221612
M024,1136.2538179176836
M025,274.1723234809069
M026,1421.1008100221613
M027,1280.2034674626448
M028,1421.1008110221615
